NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT03528707,Effect of Probiotic Co-administration With Omega-3 Fatty Acids on NAFLD,,Completed,No Results Available,Type2 Diabetes|NAFLD|Probiotic|Omega-3 Fatty Acids,Dietary Supplement: Symbiter-Omega|Dietary Supplement: Placebo,fatty liver index (FLI)|liver stiffness (LS)|ALT|AST|γ-GT|Total Cholesterol (TC)|Tryglicerides (TG)|LDL-Cholesterol (LDL-C)|VLDL-Cholesterol (VLDL-C)|HDL-Cholesterol (HDL-C)|cytokines levels,Bogomolets National Medical University,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,48,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ENDO-2,14-Apr-15,22-Dec-15,28-Jan-16,18-May-18,null,18-May-18,,,https://ClinicalTrials.gov/show/NCT03528707
NCT03467282,Probiotics in NASH Patients - PROBILIVER TRIAL,NASH,Recruiting,No Results Available,Non-Alcoholic Fatty Liver Disease,Dietary Supplement: Probiotic|Dietary Supplement: Placebo,hepatic fibrosis|diversity of gut microbiota|inflammation by TLR4 expression|inflammation by CK18 expression|inflammation by serum C-reactive protein|metabolic syndrome|change in body composition by DEXA|body composition by bioimpedance|change in hand grip strength|change in physical ability|change in the parameters of sarcopenia by serum myostatin|change in the parameters of sarcopenia by serum testosterone,Hospital de Clinicas de Porto Alegre,All,"18 Years to 80 Years   (Adult, Older Adult)",Not Applicable,46,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",160438,29-Nov-17,31-Mar-19,20-Dec-21,15-Mar-18,null,27-Feb-19,"Hospital de Clinicas de Porto Alegre, Porto Alegre, RS, Brazil",,https://ClinicalTrials.gov/show/NCT03467282
NCT03463967,Effects of Tomato Products in Children With NAFLD,,Recruiting,No Results Available,NAFLD,Dietary Supplement: Lycopene-enriched tomato juice|Other: Energy-restricted diet,Reduction of liver steatosis|Reduction in BMI|Reduction in ALT serum level|Improvement of inflammatory state|Amelioration of oxidative state,Federico II University,All,4 Years to 14 Years   (Child),Not Applicable,61,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,TD1016,Oct-16,Feb-18,Jun-18,13-Mar-18,null,13-Mar-18,"Unit of Hepatology-Dept. of Pediatric Clinic, Naples, Italy",,https://ClinicalTrials.gov/show/NCT03463967
NCT03444233,Impact of Short-term Fructose-enriched Diet on Serum Metabolome by Normal- and Over-weighed Women.,,Completed,No Results Available,Non-Alcoholic Fatty Liver Disease|Obesity,Other: Diet,metabolite concentration|fatty liver index|Non-alcoholic fatty liver disease (NAFLD)|Body weight|Blood pressure (systolic and diastolic)|GGT|GOT|GPT|AP|Triglycerides|HDL|LDL|Fasting glucose|BSR|Kreatinine|Uric acid|Urea|Cholesterol|Ghrelin|Leptin,University of Hohenheim,Female,20 Years to 30 Years   (Adult),Phase 4,12,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,Fructose Study,15-Aug-09,15-Oct-09,15-Oct-09,23-Feb-18,null,23-Feb-18,,,https://ClinicalTrials.gov/show/NCT03444233
NCT03439254,Study Evaluating the Efficacy and Safety of Obeticholic Acid in Subjects With Compensated Cirrhosis Due to Nonalcoholic Steatohepatitis,REVERSE,Recruiting,No Results Available,Compensated Cirrhosis|Nonalcoholic Steatohepatitis,Drug: Obeticholic acid (10 mg)|Drug: Obeticholic acid (10 mg to 25 mg)|Drug: Placebo,"Percentage of subjects with improvement in fibrosis by at least 1 stage with no worsening of NASH, using NASH Clinical Research Network (CRN) scoring system|Percentage of subjects with improvement in fibrosis by at least 2 stages, using Ishak scoring criteria|Percentage of subjects with NASH resolution, using the NASH CRN scoring",Intercept Pharmaceuticals,All,"18 Years and older   (Adult, Older Adult)",Phase 3,540,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",747-304,30-Aug-17,Jul-20,Jul-21,20-Feb-18,null,19-Apr-19,"University of Alabama at Birmingham Hospital, Birmingham, Alabama, United States|Digestive Health Specialists of the Southeast, Dothan, Alabama, United States|Objective GI d/b/a North Alabama GI Research Center, Madison, Alabama, United States|Del Sol Research Management, LLC, Chandler, Arizona, United States|The Institute for Liver Health, Chandler, Arizona, United States|The Institute for Liver Health, Chandler, Arizona, United States|Mayo Clinic Hospital, Phoenix, Arizona, United States|The Institute for Liver Health, Tucson, Arizona, United States|Mesquite Surgery Center - Gen1 Research, Tucson, Arizona, United States|Liver Wellness Center, Little Rock, Arkansas, United States|University of Arkansas for Medical Sciences, Little Rock, Arkansas, United States|Arkansas Gastroenterology, North Little Rock, Arkansas, United States|Hope Clinical Research, Canoga Park, California, United States|Precision Research Institute, Chula Vista, California, United States|University of California, San Francisco-Fresno, Fresno, California, United States|Scripps Whittier Diabetes Institute, La Jolla, California, United States|University of California, San Diego (Altman Clinical and Translational Research Institute), La Jolla, California, United States|eStudySite, La Mesa, California, United States|Keck Hospital of USC, Los Angeles, California, United States|Cedars-Sinani Medical Center, Los Angeles, California, United States|VA Greater Los Angeles Healthcare System, Los Angeles, California, United States|United Medical Doctors, Murrieta, California, United States|Palmtree Clinical Research, INC., Palm Springs, California, United States|Stanford University Medical Center, Palo Alto, California, United States|ASCLEPES Research Centers, Panorama City, California, United States|California Liver Research Institute, Pasadena, California, United States|Havana Research Institute, Pasadena, California, United States|Alliance Clinical Research, Poway, California, United States|Inland Empire Liver Foundation, Rialto, California, United States|University of California, Davis Medical Center, Sacramento, California, United States|Kaiser Permanente Sacramento Medical Center, Sacramento, California, United States|Lomita Family Medical Group, Inc., San Diego, California, United States|eStudySite, San Diego, California, United States|University of California, San Francisco, San Francisco, California, United States|University of Colorado Denver and Hospital, Aurora, Colorado, United States|Peak Gastroenterology Associates, Colorado Springs, Colorado, United States|South Denver Gastroenterology, PC, Englewood, Colorado, United States|Naugatuck Valley Gastroenterology Consultants, LLC - Gen1 Research, Prospect, Connecticut, United States|Innovative Medical Research of South Florida, Inc., Aventura, Florida, United States|Medycal Research, Inc., Brooksville, Florida, United States|Hi Tech and Global Research LLC, Coral Gables, Florida, United States|Top Medical Research, Inc., Cutler Bay, Florida, United States|Integrity Clinical Research, LLC, Doral, Florida, United States|Nature Coast Clinical Research, Inverness, Florida, United States|UF Health Jacksonville-Gastroenterology Emerson, Jacksonville, Florida, United States|Mayo Clinic Florida, Jacksonville, Florida, United States|Borland Groover, Jacksonville, Florida, United States|SIH Research, LLC, Kissimmee, Florida, United States|Florida Research Institute, Lakewood Ranch, Florida, United States|Bruce W. Carter, Miami VA Medical Center, Miami, Florida, United States|Schiff Center for Liver Diseases/University of Miami, Miami, Florida, United States|Advanced Research Institute Inc., New Port Richey, Florida, United States|Sensible Healthcare, LLC, Ocoee, Florida, United States|Omega Research Maitland, LLC, Orlando, Florida, United States|Innovation Medical Research Center, Palmetto Bay, Florida, United States|Gastroenterology Associates of Pensacola, PA, Pensacola, Florida, United States|Digestive and Liver Center of Florida, Spring Hill, Florida, United States|Tampa General Medical Group, Tampa, Florida, United States|Guardian Angel Research Center, INC, Tampa, Florida, United States|South Florida Center of Gastroenterology LLC, Wellington, Florida, United States|Florida Medical Clinic, P.A, Zephyrhills, Florida, United States|Summit Clinical Research, LLC, Athens, Georgia, United States|AGA, LLC, Atlanta, Georgia, United States|The Emory Clinic (TEC), Atlanta, Georgia, United States|Gastroenterology Associates of Central Georgia, LLC, Macon, Georgia, United States|Gastrointestinal Specialists of Georgia, Marietta, Georgia, United States|Grand Teton Research Group, PLLC, Idaho Falls, Idaho, United States|Northwestern Medicine, Chicago, Illinois, United States|Rush University Medical Center, Chicago, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|Southwest Gastroenterology, New Lenox, Illinois, United States|Aquiant Research, New Albany, Indiana, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States|Kansas City VA Medical Center, Kansas City, Kansas, United States|University of Kansas Medical Center, Kansas City, Kansas, United States|Kansas Medical Clinic, Topeka, Kansas, United States|University of Louisville, Clinical Trials Unit, Louisville, Kentucky, United States|Tandem Clinical Research, LLC, Marrero, Louisiana, United States|Delta Research Partners, LLC, Monroe, Louisiana, United States|Tulane University Health Sciences Center, New Orleans, Louisiana, United States|Louisiana Research Center, Shreveport, Louisiana, United States|University of Maryland, Institute of Human Virology, Baltimore, Maryland, United States|Mercy Medical Center, Baltimore, Maryland, United States|Walter Reed National Military Medical Center, Bethesda, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Lahey Hospital & Medical Center, Burlington, Massachusetts, United States|UMass Memorial Health Care, Worcester, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Gastroenterology Associates of Western Michigan, PLC d.b.a. West Michigan Clinical Research Center, Wyoming, Michigan, United States|Huron Gastroenterology Associates, Ypsilanti, Michigan, United States|Minnesota Gastroenterology, P.A., Saint Paul, Minnesota, United States|Gulfport Memorial Hospital - Gen1 Research, Gulfport, Mississippi, United States|Southern Therapy and Advanced Research (STAR) LLC, Jackson, Mississippi, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|Kansas City Research Institute, Kansas City, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|CHI Health Alegent Creighton Clinic, Omaha, Nebraska, United States|Sierra Clinical Research, Las Vegas, Nevada, United States|eStudySite, Las Vegas, Nevada, United States|Amici GI-LLC, Martinsville, New Jersey, United States|Rutgers New Jersey Medical School, Newark, New Jersey, United States|CHEAR Center LLC, Bronx, New York, United States|Montefiore Medical Center, Bronx, New York, United States|University at Buffalo, Clinical and Translational Research Center, Buffalo, New York, United States|Ichan School of Medicine at Mount Sinai Beth Israel, New York, New York, United States|NYU Langone Health, New York, New York, United States|Ichan School of Medicine at Mount Sinai, New York, New York, United States|Weill Cornell Medical College, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Asheville Gastroenterology Associates, P.A., Asheville, North Carolina, United States|University of North Carolina at Chapel Hill, School of Medicine, Chapel Hill, North Carolina, United States|Charlotte Gastroenterology & Hepatology, PLLC, Charlotte, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Carolinas Center for Liver Disease/Carolinas HealthCare System, Huntersville, North Carolina, United States|Carolinas Health Care System Center for Liver Disease, Huntersville, North Carolina, United States|Diabetes & Endocrinology Consultants, PC, Morehead City, North Carolina, United States|PMG Research of Rocky Mount, LLC, Rocky Mount, North Carolina, United States|Trial Management Associates, LLC, Wilmington, North Carolina, United States|PMG Research of Winston-Salem LLC, Winston-Salem, North Carolina, United States|Dayton Gastroenterology, Inc., Beavercreek, Ohio, United States|Consultants for Clinical Research, Cincinnati, Ohio, United States|UC Physicians Company, LLC/Division of Digestive Diseases, Cincinnati, Ohio, United States|The Ohio State University Wexner Medical Center, Columbus, Ohio, United States|Adult Gastroenterology Associates - Gen1 Research, Tulsa, Oklahoma, United States|Northeast Clinical Research Center, LLC, Bethlehem, Pennsylvania, United States|Hillmont GI, pc, Flourtown, Pennsylvania, United States|The Pennsylvania State University and the Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Drexel University, Philadelphia, Pennsylvania, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Einstein Healthcare Network, Philadelphia, Pennsylvania, United States|UPMC - Center for Liver Diseases at the Thomas E. Starzl Transplantation Institute, Pittsburgh, Pennsylvania, United States|University Gastroenterology, Providence, Rhode Island, United States|Ralph H. Johnson Veterans Affairs Medical Center, Charleston, South Carolina, United States|SCTR Research Nexus, Charleston, South Carolina, United States|Rapid City Medical Center LLP, Rapid City, South Dakota, United States|Gastro One, Germantown, Tennessee, United States|Associates in Gastroenterology, PLC, Hermitage, Tennessee, United States|Clinical Research Solutions, Jackson, Tennessee, United States|Johnson City Medical Center, Johnson City, Tennessee, United States|Methodist Healthcare University Hospital, Memphis, Tennessee, United States|Quaility Medical Research, PLLC, Nashville, Tennessee, United States|Vanderbilt University Medical Center - Digestive Disease Center, Nashville, Tennessee, United States|Texas Clinical Research Institute LLC, Arlington, Texas, United States|Austin Center for Clinical Research, Austin, Texas, United States|The Liver Institute at Methodist Dallas Medical Center, Dallas, Texas, United States|Liver Center of Texas, Dallas, Texas, United States|Texas Digestive Disease Consultants, Dallas, Texas, United States|UT Southwestern Medical Center, Dallas, Texas, United States|San Antonio Military Medical Center, Fort Sam Houston, Texas, United States|Baylor Scott and White All Saints Medical Center, Fort Worth, Texas, United States|Texas Digestive Disease Consultants, Fort Worth, Texas, United States|Baylor College of Medicine - Advanced Liver Therapies, Houston, Texas, United States|Baylor College of Medicine - Ben Taub Hospital, Houston, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|Liver Associates of Texas, P.A., Houston, Texas, United States|The University of Texas Medical School at Houston, Houston, Texas, United States|Houston Digestive Consultants, Houston, Texas, United States|Centex Studies, Inc., Houston, Texas, United States|Coastal Medical Group, Houston, Texas, United States|Pinnacle Clinical Research, PLLC, Live Oak, Texas, United States|Centex Studies, Inc., McAllen, Texas, United States|American Research Corporation, San Antonio, Texas, United States|Clinical Trials of Texas, Inc., San Antonio, Texas, United States|Texas Digestive Disease Consultants, San Marcos, Texas, United States|Mt. Olympus Medical Research, Sugar Land, Texas, United States|The University of Vermont Medical Center, Burlington, Vermont, United States|Maryview Hospital, Inc. d/b/a Bon Secours Liver Institute of Hampton Roads, Newport News, Virginia, United States|Digestive and Liver Disease Specialists, Norfolk, Virginia, United States|Bon Secours Richmond Community Hospital, Inc. d/b/a Bon Secours, Richmond, Virginia, United States|McGuire VA Medical Center, Richmond, Virginia, United States|Virginia Commonwealth University, Richmond, Virginia, United States|Gastroenterology Consultants of Southwest Virginia, Roanoke, Virginia, United States|Virginia Mason - Seattle Medical Center, Seattle, Washington, United States|Harborview Medical Center, Seattle, Washington, United States|Swedish Organ Transplant and Liver Center, Seattle, Washington, United States|University of Washington Medical Center, Seattle, Washington, United States|UW Digestive Health Center, Madison, Wisconsin, United States|Nepean Blue Mountains Local Health District, Nepean Hospital, Kingswood, New South Wales, Australia|John Hunter Hospital, New Lambton, New South Wales, Australia|Gallipoli Medical Research Foundation, Greenslopes, Queensland, Australia|Mater Misericordiae Limited, South Brisbane, Queensland, Australia|Royal Adelaide Hospital, Adelaide, South Australia, Australia|Flinders Medical Center, Bedford Park, South Australia, Australia|Box Hill Hospital, Box Hill, Victoria, Australia|St Vincent's Hospital, Fitzroy, Victoria, Australia|Austin Health, Heidelberg, Victoria, Australia|Royal Melbourne Hospital, Parkville, Victoria, Australia|Fiona Stanley Hospital, Murdoch, Western Australia, Australia|University of Calgary Liver Unit (Heritage Medical Research Clinic), Calgary, Alberta, Canada|GI Research, Edmonton, Alberta, Canada|South Edmenton Gastroenterology, Edmonton, Alberta, Canada|LAIR Centre, Vancouver, British Columbia, Canada|Gordon and Leslie Diamond Helath Care Centre, Vancouver, British Columbia, Canada|(G.I.R.I.) GI Research Institute, Vancouver, British Columbia, Canada|Queen Elizabeth II Health Sciences Centre, Nova Scotia Health Authority, Halifax, Nova Scotia, Canada|Kent Place, Lindsay, Ontario, Canada|London Health Sciences Centre-University Hospital, London, Ontario, Canada|Office of Dr. Gauthier, North Bay, Ontario, Canada|Toronto General Hospital, Toronto, Ontario, Canada|Toronto Liver Centre, Toronto, Ontario, Canada|McGill University Health Centre (MUHC), Montreal, Quebec, Canada|Centre de Recherche du Centre Hospitalier de l'Universite' de Montreal (CRCHUM), Montreal, Quebec, Canada|Centre Hospitalier Universitaire d'Angers, Angers, France|Hôpital Beaujon- Service d'Hepatologie, Clichy, France|Center Hospitalier Universitaire Grenoble Alpes, La Tronche, France|Hôpital de la Croix Rousse, Lyon Cedex 04, France|CHU de Nice, Hôpital de l'Archet 2, Nice, France|Hôpital Saint Antoine, Paris, France|Hôpital Pitié-Salpêtrierè, Paris, France|CHU de Bordeaux - GH Sud - Hôpital Haut-Lévêque, Pessac, France|CHU de Rouen-Centre Hospitalier Universitaire, Rouen, France|Centre Hospitalier Universitaire de Strasbourg, Strasbourg, France|Hôpital Hautepierre, Strasbourg, France|Hôpital Purpan, Toulouse, France|CHRU de Nancy - Hôpitaux de Brabois, Vandoeuvre-les-Nancy, France|Hôpital Paul Brousse, Villejuif, France|Universitätsklinik Tübingen, Tübingen, Baden Württemberg, Germany|Univeritätsklinkum Ulm, Ulm, Baden Württemberg, Germany|Universitätsklinikum Heidelberg, Heidelberg, Baden-Würtlemberg, Germany|Univeritätsklinkum Würzburg, Würzburg, Bayern, Germany|Teuber Consulting & Research UG, Frankfurt am main, Hessen, Germany|Katholische Kliniken Ruhrhalbinsel gGmbh, Essen, Nordrhein-Westfalen, Germany|Universitätsmedizin Mainz, Mainz, Rheinland-Pfalz, Germany|EUGASTRO GmbH, Leipzig, Sachsen, Germany|Universitätsklinikum Leipzig AöR, Leipzig, Sachsen, Germany|Gastroenterologisch-Hepatologisches Zentrum Kiel, Kiel, Schleswig-Holstein, Germany|Charité - Universitätsmedzin Berlin, Berlin, Germany|Universitätsklinikum Hamburg Eppendorf, Hamburg, Germany|Univeritätsmedizin Mannheim, Mannheim, Germany|Synexus Magyarország Kft. Budapest, Budapest, Hungary|Synexus Magyarorszag Kft. Debrecen A.S., Debrecen, Hungary|Synexus Magyarorszag Kft. Gyula DRS, Gyula, Hungary|Szabolcs - Szatmar - Bereg County Hospitals and University Teaching Hospital, Nyiregyhaza, Hungary|Middlemore Clinical Trials, Auckland, New Zealand|Christchurch Hospital, Christchurch, New Zealand|Dunedin Public Hospital, Dunedin, New Zealand|Waikato Hospital, Hamilton, New Zealand|Wellington Regional Hospital, Wellington, New Zealand|Synexus Polska Sp. z o.o., Oddział w Częstochowie, Częstochowa, Poland|Synexus Polska Sp. z o.o., Oddział w Katowicach, Katowice, Poland|Synexus Polska Sp. z o.o., Oddział w Poznaniu, Poznań, Poland|Synexus Polska Sp. z o.o., Oddział w Warszawie, Warszawa, Poland|Synexus Polska Sp. z o.o., Oddział w Wrocławiu, Wrocław, Poland|Synexus Polska Sp. z o.o., Oddział w Łodzi, Łódź, Poland|Latin Clinical Trial Center, San Juan, Puerto Rico|Fundación de Investigación de Diego, San Juan, Puerto Rico|Hospital Universitari Vall d'Hebron, Barcelona, Spain|Hospital Clínic de Barcelona, Barcelona, Spain|Hospital Universitario Ramon y Cajal, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Universitario Puerta de Hierro Majadahonda, Madrid, Spain|Hospital Universitario Marqués de Valdecilla, Santander, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Hospital Clinico Universitario de Valencia, Valencia, Spain|Hospital General Universitario de Valencia, Valencia, Spain|Hospital Universitari i Politécnic La Fe, Valencia, Spain|Medical Center of Private High Educational Institue <<Institute of General Practice - Family Medicine>>, Kyiv, Ukraine|Medical Center of LLC Medbud-Clinic, Clinical Diagnostic Department, Kyiv, Ukraine|Kyiv Railway Clinical Hospital №2 of branch ""Health Center"" of the Joint-Stock Company ""Ukranian Railway"", Day treatment department, Kyiv, Ukraine|Royal Cornwall Hospitals NHS Trust, Truro, Cornwall, United Kingdom|Derby Teaching Hospitals NHS Foundation Trust, Derby, Derbyshire, United Kingdom|University Hospitals Birmingham NHS Foundation Trust, Birmingham, England, United Kingdom|Addenbrooke's Hospital, Cambridge, England, United Kingdom|Barts Health NHS Trust Royal London Hospital, London, England, United Kingdom|Royal Free Hospital NHS Foundation Trust, London, England, United Kingdom|King's College Hospital NHS Foundation Trust, London, England, United Kingdom|Imperial College Healthcare NHS Trust, St Mary's Hospital, London, England, United Kingdom|Manchester University Hospitals NHS Foundation Trust, Manchester, England, United Kingdom|Nottingham University Hospitals NHS Trust, Nottingham, England, United Kingdom|Derriford Hospital, Plymouth, England, United Kingdom|Portsmouth Hospitals NHS Trust, Portsmouth, England, United Kingdom|Belfast Health and Social Care Trust, Belfast, Northern Ireland, United Kingdom|Oxford University Hospitals NHS Foundation Trust, Oxford, Oxfordshire, United Kingdom|Glasgow Royal Infirmary, Glasgow, Scotland, United Kingdom|The Newcastle Upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Newcastle Upon Tyne, Tyne And Wear, United Kingdom|Abertawe Bro Morganinwg University Local Health Board, Swansea, Wales, United Kingdom|Unversity Hospital Southampton NHS Trust, Southampton, United Kingdom",,https://ClinicalTrials.gov/show/NCT03439254
NCT03400163,A Sub-study of BMS-986036 in Subjects With Non-Alcoholic Steatohepatitis (NASH),,Completed,No Results Available,Non-Alcoholic Steatohepatitis,Drug: BMS-986036|Drug: Placebo,"Change in percent hepatic fat fraction (%) by Magnetic Resonance Imaging (MRI)|Number of participants with Adverse events (AEs), Serious Adverse Events (SAEs) and AEs leading to discontinuation|Number of participants with marked laboratory abnormalities|Number of participants with clinically relevant ECG abnormalities|Number of participants with clinically relevant vital sign abnormalities|Number of participants with injection site reactions|Mean percent change from baseline in Bone Mineral Density by Dual Energy X-Ray Absorptiometry (DXA)|Geometric mean of Trough Observed Plasma Concentration (Ctrough) of BMS-986036 at Day 112|Percentage of participants with positive Anti-BMS-986036 Antibody response at Day 142|Percentage of participants with positive Anti-FGF21 Antibody response at Day 142",Bristol-Myers Squibb,All,"21 Years to 75 Years   (Adult, Older Adult)",Phase 2,3,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",MB130-045 A,8-May-15,18-Jan-17,19-Jun-17,17-Jan-18,null,19-Jan-18,"Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Texas Liver Institute, San Antonio, Texas, United States",,https://ClinicalTrials.gov/show/NCT03400163
NCT03380416,Effects of a Portfolio Diet on NAFLD in Type 2 Diabetic Patients,MEDEA,Recruiting,No Results Available,Diabetes Type 2|NAFLD,Other: Portfolio Diet|Other: MUFA Diet,Liver fat content|Liver functionality|Blood pressure|Endothelial function|Liver fibrosis|Biochemical parameters|Body composition|lipids|subclinical inflammation|oxidative stress,Federico II University,All,"35 Years to 75 Years   (Adult, Older Adult)",Not Applicable,46,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment",16/17,Apr-16,Mar-19,Dec-19,21-Dec-17,null,15-Feb-19,"Department of Clinical Medicine and Surgery, Naples, Italy",,https://ClinicalTrials.gov/show/NCT03380416
NCT03377140,The Effects of Hesperidin on Biochemical Factors and Hepatic Fibrosis in Nonalcoholic Fatty Liver Disease,,Unknown status,No Results Available,Non Alcoholic Steatohepatitis,Dietary Supplement: Hesperidin|Other: control,liver fibrosis|body mass index,National Nutrition and Food Technology Institute,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",6756,1-Jun-17,1-Feb-18,20-Mar-18,19-Dec-17,null,19-Dec-17,"National Nutrition and Food Technology Research Institute, Tehran, Iran, Islamic Republic of",,https://ClinicalTrials.gov/show/NCT03377140
NCT03377153,The Effects of Hesperidin and Flaxseed on Biochemical Factors and Hepatic Fibrosis in Nonalcoholic Fatty Liver Disease,,Unknown status,No Results Available,Non Alcoholic Steatohepatitis,Dietary Supplement: hesperidin and flaxseed|Other: control,liver fibrosis|body mass index,National Nutrition and Food Technology Institute,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,6757,1-Jun-17,1-Feb-18,20-Mar-18,19-Dec-17,null,19-Dec-17,"National Nutrition and Food Technology Research Institute, Tehran, Iran, Islamic Republic of",,https://ClinicalTrials.gov/show/NCT03377153
NCT03375580,Therapeutic Effects of Compound Zhenzhu Tiaozhi Capsules in NAFLD,,Recruiting,No Results Available,Nonalcoholic Fatty Liver Disease,Dietary Supplement: TLC|Drug: metformin|Drug: Compound Zhenzhu Tiaozhi capsule|Drug: Simvastatin,Fat attenuation index|Serum triglyceride|Serum cholesterol|Serum lipoproteins|Hydrogen/methane breath testing|Quality of life,The First Affiliated Hospital of Guangdong Pharmaceutical University,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,196,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,U1111-1201-8245,31-Dec-17,30-Aug-19,31-Dec-19,18-Dec-17,null,19-Dec-17,"First Affiliated Hospital of Guangdong Pharmaceutical University, Guangzhou, Guangdong, China","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/80/NCT03375580/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/80/NCT03375580/SAP_001.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/80/NCT03375580/ICF_002.pdf",https://ClinicalTrials.gov/show/NCT03375580
NCT03375008,Predictable MR Index for Nonalcoholic Steatohepatitis (NASH),,Completed,No Results Available,Nonalcoholic Steatohepatitis,Diagnostic Test: Imaging diagnostic and biopsy,"Radiologic Diagnosis & Criteria of nonalcoholic steatohepatitis(NASH)|Fat imaging : Fat signal fraction measured on magnetic resonance(MR) spectroscopy|Fibrosis imaging(1) : Liver stiffness measured on magnetic resonance elastography(MRE)|Fibrosis imaging(2) : T1 relaxation time measured on T1 mapping|Histologic interpretation(1) : Nonalcoholic fatty liver disease activity score (NAS)|Histologic interpretation(1) : Steatosis, Activity, Fibrosis (SAF) score",Korea University Guro Hospital,All,"19 Years and older   (Adult, Older Adult)",Not Applicable,47,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,KUGH16184,8-Sep-16,7-Aug-18,7-Aug-18,15-Dec-17,null,16-May-19,"Korea University Guro Hospital, Seoul, Guro-gu, Korea, Republic of",,https://ClinicalTrials.gov/show/NCT03375008
NCT03373643,Obstructive Sleep Apnea and Non-alcoholic Fatty Liver Disease,NASHSAS,Recruiting,No Results Available,"Non-alcoholic Fatty Liver Disease|Sleep Apnea, Obstructive",Diagnostic Test: OSA screening,Association between OSA severity marker (apnea hypopnea index per hour on the polysomnography) and significant liver fibrosis (score F3 and F4 of the histological nonalcoholic steatohepatitis [NASH]-CRN classification)|Association between OSA severity marker (apnea hypopnea index per hour on the polysomnography) and significant nonalcoholic steatohepatitis (3 positive criteria on NASH-CRN classification)|Association between OSA severity marker (apnea hypopnea index per hour on the polysomnography) and significant liver steatosis (histological steatosis > 33% or stade 2 or more on NASH-CRN),"University Hospital, Angers",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening,UHAngers,14-Dec-17,14-Dec-19,14-Mar-20,14-Dec-17,null,16-Jan-19,"CHU Angers, Angers, Please Select, France",,https://ClinicalTrials.gov/show/NCT03373643
