NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT00121069,Study of Escitalopram in the Treatment of Specific Phobia,,Completed,No Results Available,Phobic Disorders,Drug: Escitalopram,Response based on a criterion of 50% or greater reduction in the Marks Main Phobia Questionnaire and Marks Fear Questionnaire from baseline|Response based on CGI-I category,"Connor, Kathryn M., M.D.|Forest Laboratories",All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2|Phase 3,12,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment,2/9/3990,Sep-02,null,Sep-04,21-Jul-05,null,21-Jul-05,"Dept of Psychiatry and Behvaioral Science, Duke Unviersity Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00121069
NCT00121888,Trial of Paroxetine-CR for the Treatment of Patients With Post Traumatic Stress Disorder Remaining Symptomatic After Initial Exposure Therapy,,Completed,No Results Available,"Stress Disorders, Post-Traumatic",Behavioral: Prolonged Exposure Therapy|Drug: Paroxetine-CR,Symptoms of post traumatic stress disorder|Clinical global improvement,Massachusetts General Hospital,All,"18 Years to 72 Years   (Adult, Older Adult)",Phase 1|Phase 2,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment,2002-P-001879,Dec-02,null,Jun-07,21-Jul-05,null,6-Jun-14,"Massachusetts General Hospital, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00121888
NCT00120458,Black Cohosh as Alternative Therapy for Treating Menopause-Related Anxiety,,Completed,No Results Available,Generalized Anxiety Disorder|Menopause,Dietary Supplement: Black cohosh,Score on Hamilton Anxiety Rating Scale|Quality of life and functional outcome ratings,University of Pennsylvania|National Center for Complementary and Integrative Health (NCCIH)|Office of Dietary Supplements (ODS),Female,"18 Years and older   (Adult, Older Adult)",Phase 4,50,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",R21AT002289-01A1,Jul-05,Dec-08,Dec-08,18-Jul-05,null,2-Mar-10,"Depression Research Unit, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00120458
NCT00118833,St. John's Wort for the Treatment of Generalized Social Anxiety Disorder (GSAD),,Completed,No Results Available,Anxiety Disorders|Mental Health,Drug: Hypericum perforatum (St. John's wort),"Clinical Global Impression (CGI), designed to assess global severity of illness and change in the clinical condition over time|Brief Social Phobia Scale (BSPS)|Liebowitz Social Anxiety Scale|Social Phobia Inventory (SPIN)|Self-Rating Depression Scale (SDS)|Hospital Anxiety and Depression Scale (HADS)",National Center for Complementary and Integrative Health (NCCIH),All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,56,NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment,K23AT000583-01,Aug-02,null,Jun-06,12-Jul-05,null,26-Sep-07,"Duke University Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00118833
NCT00118001,Psychotherapy of Generalized Anxiety Disorder,,Completed,No Results Available,Anxiety Disorders,Behavioral: Worry exposure|Behavioral: Applied relaxation,"At post-treatment: anxiety (Hamilton Anxiety Rating Scale, HARS), depression (Hamilton Depression Scale, HAM-D), trait-anxiety (State-Trait-Anxiety Inventory, STAI-T)|At 6-month follow-up: M-CIDI (Composite International Diagnostic Interview, generalized anxiety disorder section)|At post-treatment, 6 and 12 month follow-ups:|worry (Penn State Worry Questionnaire, PSWQ)|general symptoms (Brief Symptom Inventory, BSI)|depression (Beck Depression Inventory, BDI)|interpersonal problems (Inventory of Interpersonal Problems - IIP)|meta-cognitions (Meta Cognitions Questionnaire)|thought suppression (White Bear Suppression Inventory) tolerance for uncertainty (Ungewissheitstoleranzskala, UGTS)|positive and negative affect (Positive and Negative Affect Schedule, PANAS)|At post-treatment: behavior assessment tests",German Research Foundation,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 3,70,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,"HO 1900/3-1, HO 1900/3-2",Oct-01,null,Jul-06,11-Jul-05,null,1-Apr-15,"Technische Universität Dresden, Dresden, Germany",,https://ClinicalTrials.gov/show/NCT00118001
NCT00116532,Escitalopram for the Treatment of Obsessive Compulsive Disorder (OCD),,Completed,No Results Available,Obsessive Compulsive Disorder,Drug: Escitalopram,"Y-BOCs scores at 1st and last visit (16 weeks later)|Clinical Global impressions Scale at 2nd visit (2 weeks after 1st visit) and 6th visit (16 weeks post 1st visit)|HAMD - first and last visit (Given week 0, 2, 4, 8, 12, & 16. Comparisons from week 0 and 16)|BDI - first and last visit (Given week 0, 2, 4, 8, 12, & 16. Comparisons from week 0 and 16)|BAI - first and last visit Given week 0, 2, 4, 8, 12, & 16. Comparisons from week 0 and 16)|QLESQ - first and last visit (week 0 and 16)",Massachusetts General Hospital|Forest Laboratories,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,30,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2002-P-000895|LXP-MD-14|1200-211220,Oct-02,null,Feb-07,30-Jun-05,null,24-Apr-07,"Massachusetts General Hospital - OCD Clinic, Charlestown, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00116532
NCT00114374,SSRI Administration to Reduce Acute Stress Disorder Symptoms and Prevent Depression and PTSD in Physical Trauma Victims,,Terminated,No Results Available,Anxiety Disorder,Drug: Escitalopram,Symptoms of Acute Stress Disorder|Symptoms of Posttraumatic Stress Disorder|Clinical Global Improvement,Massachusetts General Hospital,All,"18 Years and older   (Adult, Older Adult)",Phase 3,60,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Prevention,2004-P-001633,Jun-05,null,Jun-07,15-Jun-05,null,9-Jun-14,"Massachusetts General Hospital, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00114374
NCT00114127,Duloxetine for Social Anxiety Disorder: Prediction of Long Term Outcome,,Completed,Has Results,Anxiety Disorder,Drug: Duloxetine|Drug: Placebo,Anxiety Symptoms as Assessed by Liebowitz Social Anxiety Scale|CGI-S,Massachusetts General Hospital,All,"18 Years and older   (Adult, Older Adult)",Phase 3,28,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment",2004-P-001384,Jun-04,Nov-08,Jul-10,14-Jun-05,7-Jun-12,10-Jun-14,"Massachusetts General Hospital, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00114127
NCT00113295,Combination of Paroxetine CR and Quetiapine for the Treatment of Refractory Generalized Anxiety Disorder,,Completed,Has Results,Anxiety Disorder,Drug: Continued Paroxetine CR|Drug: Quetiapine|Drug: Placebo,"Hamilton Anxiety Scale (HAM-A) Score at Study Endpoint.|Remission (HAM-A ≤ 7)|Response, Clinical Global Impression of Improvement (CGI-I)|Depressive Symptoms, Montgomery-Asberg Depression Rating Scale (MADRS)|The Quality of Life Enjoyment and Satisfaction Questionnaire (Q-LES-Q).",Massachusetts General Hospital,All,"18 Years to 72 Years   (Adult, Older Adult)",Phase 4,50,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",2003-P001805,Feb-04,Feb-07,Nov-07,8-Jun-05,23-Apr-14,23-Apr-14,"Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00113295
NCT00108836,"Efficacy, Safety and Tolerability of XBD173 in Patients With Generalized Anxiety Disorder",,Completed,No Results Available,Anxiety Disorders,Drug: XBD173,"Mean reduction in anxiety from baseline to week 6|The difference on day 4 in effect between placebo and the individual doses of XBD173 on reduction in anxiety and depression|Pharmacokinetic assessments at baseline|Pharmacogenetic assessments at baseline|Pharmacogenomic and proteomic assessments at baseline|Metabonomic assessments at visits 4, 7 and 10",Novartis Pharmaceuticals|Novartis,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,400,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment,CXBD173A2204,Mar-05,null,May-06,20-Apr-05,null,20-May-10,"Investigational Site, Anaheim, California, United States|Investigational Site, Los Angeles, California, United States|Investigational Site, Newport Beach, California, United States|Investigational Site, Redlands, California, United States|Investigational Site, San Diego, California, United States|Investigational Site, Ft. Meyers, Florida, United States|Investigational Site, St. Petersburg, Florida, United States|Investigational Site, West Palm Beach, Florida, United States|Investigational Site, Atlanta, Georgia, United States|Investigational Site, Hoffman Estates, Illinois, United States|Investigational Site, Oak Brook, Illinois, United States|Investigational Site, Overland Park, Kansas, United States|Investigational Site, Dayton, Ohio, United States|Investigational Site, Portland, Oregon, United States|Investigational Site, Madison, Tennessee, United States|Investigational Site, Memphis, Tennessee, United States|Investigational Site, Edmonton, Alberta, Canada|Investigational Site, Kelowna, British Columbia, Canada|Investigational Site, Hamilton, Ontario, Canada|Investigational Site, Ottawa, Ontario, Canada|Investigational Site, Toronto, Ontario, Canada|Investigational Site, Montreal, Quebec, Canada|Investigational Site, Sherbrooke, Quebec, Canada",,https://ClinicalTrials.gov/show/NCT00108836
NCT00108576,Divalproex Sodium in the Treatment of PTSD (Post-Traumatic Stress Disorder),,Completed,No Results Available,PTSD,Drug: Divalproex|Other: placebo,Clinician Administered PTSD Scale (CAPS),VA Office of Research and Development,All,"19 Years to 65 Years   (Adult, Older Adult)",Phase 3,101,U.S. Fed,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",MHBS-026-01,Oct-03,Aug-05,Sep-05,18-Apr-05,null,21-Oct-15,"Tuscaloosa VA Medical Center, Tuscaloosa, AL, Tuscaloosa, Alabama, United States",,https://ClinicalTrials.gov/show/NCT00108576
NCT00108277,Respiratory Dysregulation and Breathing Training in Anxious Outpatients,,Completed,Has Results,Anxiety,Behavioral: Breathing Training-Raise CO2|Behavioral: Breathing Training- Lower CO2,Episodic Anxiety Scale,US Department of Veterans Affairs|VA Office of Research and Development,All,"Child, Adult, Older Adult",Not Applicable,92,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,MHBA-028-04S,Apr-05,Dec-08,Sep-10,15-Apr-05,8-Jan-15,19-Jan-15,"VA Palo Alto Health Care System, Palo Alto, California, United States",,https://ClinicalTrials.gov/show/NCT00108277
NCT00106860,A Long-Term Study Continuing on From Study 04-001-01 of an Experimental Medication in Adults With Anxiety Disorder,,Completed,No Results Available,Anxiety Disorder,Drug: a benzodiazepine drug,"Assessment (over 37 additional weeks following the double-blind study) of the safety of the experimental drug in long-term use in subjects with Generalized Anxiety Disorder (GAD)|Evaluate the long-term efficacy of open-label study of the experimental drug in subjects with GAD|Assessment of the long-term effects on the quality of life, social and occupational functioning, sleep, and daytime sedation in subjects with GAD",Jazz Pharmaceuticals,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,158,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,04-003,Mar-05,null,Mar-06,1-Apr-05,null,9-Jan-08,"Florida Clinical Research Center, Bradenton, Florida, United States|Clinical Neuroscience Solutions, Inc., Jacksonville, Florida, United States|Meridien Research, St. Petersburg, Florida, United States|CNS Research Institute (CRI), Clementon, New Jersey, United States|Midwest Clinical Research Center, Dayton, Ohio, United States|Neurology and NeuroscienceCenter of Ohio, Toledo, Ohio, United States|IPS Research Company, Oklahoma City, Oklahoma, United States|Oregon Center for Clinical Research, Inc., Eugene, Oregon, United States|Suburban Research Associates, Media, Pennsylvania, United States|CNS Research Institute (CRI), Philadelphia, Pennsylvania, United States|Future Search Trials, Austin, Texas, United States|Comprehensive Neuroscience of Northern Virginia, Falls Church, Virginia, United States|Northwest Clinical Research Center, Bellevue, Washington, United States",,https://ClinicalTrials.gov/show/NCT00106860
NCT00106249,Transcranial Magnetic Stimulation (TMS) and Obsessive Compulsive Disorder (OCD),,Completed,Has Results,Obsessive-Compulsive Disorder,Device: Repetitive Transcranial Magnetic Stimulation (rTMS)|Device: Sham,Clinical Improvement (Yale-Brown Obsessive Compulsive Scale/Y-BOCS)|Motor Cortex Excitability (Motor Threshold)|Motor Cortex Excitability (Short Intracortical Inhibition),New York State Psychiatric Institute,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 2,27,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",5926R,Nov-04,Jan-14,Jan-14,22-Mar-05,27-Jan-17,27-Jan-17,"New York State Psychiatric Institute, Experimental Therapeutics, New York, New York, United States",,https://ClinicalTrials.gov/show/NCT00106249
NCT00105885,Telephone Care as a Substitute for Routine Psychiatric Medication,Telepsych,Completed,No Results Available,Major Depression|Posttraumatic Stress Disorders|Anxiety Disorders,Procedure: telephone care,"Healthcare utilization (VHA and non-VHA patient visits); patient time spent obtaining care (including travel time); time provider spends in direct patient care.|Patient satisfaction at baseline, midpoint, end of study; provider satisfaction at baseline, midpoint, end of study; patient medication compliance; SF12V and brief symptom checklist scores|SF12V and brief symptom checklist scores|patient medication compliance|provider satisfaction",US Department of Veterans Affairs|VA Office of Research and Development,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,324,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TEL 01-146,Nov-03,Sep-08,Sep-08,18-Mar-05,null,10-Feb-14,"VA Medical & Regional Office Center, White River, White River Junction, Vermont, United States",,https://ClinicalTrials.gov/show/NCT00105885
NCT00105911,A Cognitive-Behavioral Intervention for Depression and Anxiety in COPD,,Completed,No Results Available,"Depressive Disorders|Anxiety Disorders|Pulmonary Disease, Chronic Obstructive",Behavioral: Cognitive Behavioral Therapy,,US Department of Veterans Affairs|VA Office of Research and Development,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,222,U.S. Fed,Interventional,Intervention Model: Parallel Assignment|Masking: Single|Primary Purpose: Treatment,IIR 00-097,Jul-02,null,Jun-05,18-Mar-05,null,7-Apr-15,"Michael E. DeBakey VA Medical Center, Houston, TX, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT00105911
NCT00105586,Drug Therapy for Generalized Anxiety Disorder Among the Elderly,,Completed,Has Results,Anxiety Disorders|Generalized Anxiety Disorder,Drug: Escitalopram,Response Using Clinical Global Impressions-Improvement Scale (CGI-I)|Quality of Life,University of Pittsburgh|National Institute of Mental Health (NIMH),All,"60 Years and older   (Adult, Older Adult)",Phase 4,177,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",R01MH070547,Dec-04,Jan-08,Apr-08,16-Mar-05,8-May-17,8-May-17,"University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00105586
NCT00102427,Improving Quality of Primary Care for Patients With Anxiety and/or Panic Disorders,,Completed,No Results Available,Panic Disorder|Anxiety Disorder,Behavioral: Telephone-based collaborative care management,Anxiety symptoms,University of Pittsburgh|National Institute of Mental Health (NIMH),All,18 Years to 64 Years   (Adult),Phase 2|Phase 3,null,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single|Primary Purpose: Treatment,R01MH059395,Jul-00,null,May-03,31-Jan-05,null,22-Jan-14,"University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00102427
NCT00100035,Polarity Therapy for American Indian Caregivers of Dementia Patients,,Completed,No Results Available,Stress|Depression|Anxiety,Procedure: Polarity therapy,Perceived stress,National Center for Complementary and Integrative Health (NCCIH),All,"35 Years to 65 Years   (Adult, Older Adult)",Phase 1,50,NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,R21AT001627-01A1,Aug-04,Apr-07,Apr-07,23-Dec-04,null,22-Apr-08,"Center for World Indigenous Studies, Olympia, Washington, United States",,https://ClinicalTrials.gov/show/NCT00100035
NCT00097708,Experimental Medication For the Treatment of Generalized Anxiety Disorder,,Completed,Has Results,Anxiety Disorder,Drug: experimental anti-anxiety drug,Change in HAM-A Total Score,Jazz Pharmaceuticals,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,511,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment,JZP 04-001-01,Nov-04,null,Dec-05,30-Nov-04,3-Oct-14,3-Oct-14,"Birmingham Research Group, Inc., Birmingham, Alabama, United States|Crest Clinical Trials, Inc., Anaheim, California, United States|Southwesten Research, Inc., Beverly Hills, California, United States|Southwestern Research Institute, Burbank, California, United States|University of California - San Diego - Dept of Psychiatry, San Diego, California, United States|Clinical Innovations, Santa Ana, California, United States|Stanford University Medical Center, Stanford, California, United States|Diablo Clinical Research, Inc., Walnut Creek, California, United States|Alpine Clinical Research Center, Boulder, Colorado, United States|New Britain General Hospital, New Britain, Connecticut, United States|Florida Clinical Research Center, Bradenton, Florida, United States|ACT Clinical Research, DeLand, Florida, United States|University Clinical Research DeLand, Inc., DeLand, Florida, United States|Sarkis Clinical Trials, Gainsville, Florida, United States|Clinical Neuroscience Solutions, Inc., Jacksonville, Florida, United States|Clinical Neuroscience Solutions, Inc., Orlando, Florida, United States|Meridien Research, St. Petersburg, Florida, United States|Institute of Research in Psychiatry, Tampa, Florida, United States|Janus Center for Psychiatric Research, West Palm Beach, Florida, United States|Atlanta Institute of Medicine and Research, Marietta, Georgia, United States|Radiant Research, Boise, Idaho, United States|American Medical Research, Inc., Oak Brook, Illinois, United States|Peak Medical Research, LLC, Owensboro, Kentucky, United States|New Orlean Medical Institute, Metairie, Louisiana, United States|Brentwood Research Institute, Shreveport, Louisiana, United States|Pharmasite Research, Inc., Baltimore, Maryland, United States|McLean Hospital, Belmont, Massachusetts, United States|Pivotal Research Centers - Detroit, Royal Oak, Michigan, United States|MedClin Research, St. Louis, Missouri, United States|CNS Research Institute (CRI), Clementon, New Jersey, United States|ClinSearch, Inc., Kenilworth, New Jersey, United States|Princeton Medical Institute, Princeton, New Jersey, United States|Social Psychiatry Research Institute, Brooklyn, New York, United States|Midwest Clinical Research Center, Dayton, Ohio, United States|Neurology and Neuroscience Center of Ohio, Toledo, Ohio, United States|IPS Research Company, Oklahoma City, Oklahoma, United States|Laureate Psychiatric Clinic and Hospital, Tulsa, Oklahoma, United States|Oregon Center for Clinical Investigations, Inc., Eugene, Oregon, United States|Suburban Research Associates, Media, Pennsylvania, United States|CNS Research Institute, Philadelphia, Pennsylvania, United States|Southeast Health Consultants, LLC, Charleston, South Carolina, United States|CNS, Inc., Memphis, Tennessee, United States|Clinical Research Associates, Inc., Nashville, Tennessee, United States|FutureSearch Trials, Austin, Texas, United States|Research Across America, Dallas, Texas, United States|R/D Clinical Research, Inc., Lake Jackson, Texas, United States|Lifetree Clinical Research, Salt Lake City, Utah, United States|Comprehensive Neuroscience of Northern Virginia, Falls Church, Virginia, United States|Dominion Clinical Research, Inc., Midlothian,, Virginia, United States|Northwest Clinical Research Center, Bellevue, Washington, United States",,https://ClinicalTrials.gov/show/NCT00097708
NCT00097253,The Effects of Smell on Mood and Physical Responses,,Completed,Has Results,Stress|Anxiety|Depression,Behavioral: Exposure to relaxant and stimulant odors,Cortisol and Catecholamine Production|Immune Function|Skin Barrier Repair|Immune Function: Delayed Hypersensitivity to Candida(DTH),National Center for Complementary and Integrative Health (NCCIH),All,18 Years to 44 Years   (Adult),Phase 1,56,NIH,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",R21AT002122-01,Aug-05,Mar-06,Mar-06,22-Nov-04,4-Feb-10,18-Feb-10,"Ohio State University Institute for Biobehavioral Medicine Research, Columbus, Ohio, United States",,https://ClinicalTrials.gov/show/NCT00097253
NCT00088738,Evaluation of Substance P Neurotransmission in Panic Disorder by PET Imaging of NK1 Receptors With [18F]SPA-RQ,,Completed,No Results Available,Panic Disorder|Healthy,Drug: [18F] SPA-RQ,,National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC),All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,84,NIH,Interventional,Primary Purpose: Treatment,040189|04-M-0189,27-Jul-04,null,10-Sep-08,2-Aug-04,null,2-Jul-17,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,https://ClinicalTrials.gov/show/NCT00088738
NCT00083980,Kava Kava for the Treatment of Generalized Anxiety Disorder (GAD),,Terminated,No Results Available,Anxiety Disorders,Drug: Venlafaxine ER|Drug: Sugar pill|Drug: Kava,Hamilton Anxiety Scale,National Center for Complementary and Integrative Health (NCCIH),All,"Child, Adult, Older Adult",Phase 2,16,NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",R01AT000150-01A1,Jun-02,Jun-04,Aug-04,7-Jun-04,null,19-Oct-12,,,https://ClinicalTrials.gov/show/NCT00083980
NCT00082303,Music Imagery for Patients Receiving Chemotherapy for Leukemia or Non-Hodgkin’s Lymphoma,,Completed,No Results Available,"Leukemia|Lymphoma, Non-Hodgkin",Behavioral: Music Imagery,,National Center for Complementary and Integrative Health (NCCIH),All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,60,NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,F32AT001144-01,Jul-02,null,null,6-May-04,null,18-Aug-06,"Indiana University Cancer Center/University Hospital, Indianapolis, Indiana, United States",,https://ClinicalTrials.gov/show/NCT00082303
NCT00081406,Individual and Family Therapy for Children With Anxiety Disorders,,Completed,No Results Available,Anxiety,Behavioral: Individual Child CBT|Behavioral: Family CBT|Behavioral: Education/Support/Attention,,Temple University|National Institute of Mental Health (NIMH),All,9 Years to 13 Years   (Child),Phase 2|Phase 3,150,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,R01MH059087|DSIR CT-S,Jul-00,null,null,12-Apr-04,null,6-Mar-14,"Temple University Child and Adolescent Anxiety Disorders Clinic, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00081406
NCT00078728,Family-Based Prevention Program for Childhood Anxiety,,Completed,Has Results,Anxiety Disorders,Behavioral: Family-Based Anxiety Prevention Program|Behavioral: Evaluation only,Number of Children With Child Anxiety Diagnosis|Child Anxiety Diagnoses,Johns Hopkins University|National Institute of Mental Health (NIMH),All,"7 Years and older   (Child, Adult, Older Adult)",Not Applicable,40,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,K23MH063427,Sep-03,Jul-07,Jul-07,8-Mar-04,16-Dec-13,7-Feb-18,"Johns Hopkins University School of Medicine, Baltimore, Maryland, United States",,https://ClinicalTrials.gov/show/NCT00078728
NCT00078767,Pharmacologic Treatment of PTSD in Sexually Abused Children,,Completed,Has Results,"Stress Disorders, Post-Traumatic",Behavioral: Trauma-Focused Cognitive Behavioral Therapy|Drug: Sertraline Pill|Drug: Placebo Oral Tablet,Kiddie-Sads-Present and Lifetime (KSADS-PL) Scale for PTSD|Mood and Feelings Questionnaire (MFQ) for Depressive Symptoms|Anxiety Symptoms|Global Impairment|Incidence of Suicidality,Allegheny Singer Research Institute|National Institute of Mental Health (NIMH),All,10 Years to 17 Years   (Child),Phase 3,24,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",K02MH001938,Apr-01,Mar-06,Mar-06,8-Mar-04,28-Mar-17,5-Apr-17,"Allegheny General Hospital Center for Traumatic Stress in Children and Adolescents, Pittsburgh, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00078767
NCT00074802,Adding Cognitive Behavioral Therapy to Drug Treatment for Social Anxiety Disorder,,Completed,Has Results,Social Anxiety Disorder,Drug: Paroxetine|Behavioral: Cognitive behavioral therapy (CBT),Liebowitz Social Anxiety Scale (LSAS)|Clinical Global Impression Improvement Scale (CGI-I)|Social Interaction Anxiety Scale (SIAS)|Social Phobia Scale (SPS)|Brief Fear of Negative Evaluation Scale (BFNE)|Liebowitz Self-Report Disability Scale (LSRDS)|Quality of Life Inventory (QOLI),Temple University|National Institute of Mental Health (NIMH),All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,150,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,R01MH064481|DSIR 83-ATAS|R01MH064726|GSK ID: 101618,Dec-03,May-08,May-08,22-Dec-03,14-Jun-17,14-Jun-17,"New York State Psychiatric Institute Anxiety Disorders Clinic, New York, New York, United States|Adult Anxiety Clinic of Temple University, Philadelphia, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00074802
NCT00074815,Treatment of Obsessive Compulsive Disorder in Children,,Completed,Has Results,Obsessive-Compulsive Disorder,Drug: Serotonin reuptake inhibitors management|Behavioral: Cognitive behavioral therapy by a psychologist|Behavioral: Instructional cognitive behavioral therapy by a psychiatrist,Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS)|Child Obsessive -Compulsive Impact Scale (COIS)|Child Depression Inventory|Pediatric Adverse Event Rating Scale (PAERS),Duke University|National Institute of Mental Health (NIMH),All,7 Years to 17 Years   (Child),Phase 3,124,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,Pro00008097|R01MH055121|DSIR 84-CTM,Sep-03,Nov-09,Nov-09,22-Dec-03,11-Feb-13,29-Jul-14,"Duke Child and Family Study Center, Durham, North Carolina, United States|University of Pennsylvania, The Center for the Treatment and Study of Anxiety, Philadelphia, Pennsylvania, United States|Rhode Island Hospital, Providence, Rhode Island, United States",,https://ClinicalTrials.gov/show/NCT00074815
NCT00073619,Preventing Anxiety Disorders in Urban Youth,,Completed,No Results Available,Anxiety Disorders,Behavioral: Cognitive-behavioral group therapy,Revised Children's Manifest Anxiety Scale|Wechsler Individual Achievement Test-Screener|Multicultural Events Schedule for Adolescents|Children's Report of Exposure to Violence,Johns Hopkins Bloomberg School of Public Health|National Institute of Mental Health (NIMH),All,8 Years to 12 Years   (Child),Not Applicable,200,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,R21MH063143|DSIR CT-P,Dec-01,Jul-07,Jul-11,3-Dec-03,null,23-Jun-16,"Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, United States",,https://ClinicalTrials.gov/show/NCT00073619
