"","ApplNo","SubmissionClassCodeID.x","SponsorName","NAME_EDIT","EMPLOYEES","ESTIMATED","Orig_App_Date","SubmissionClassCodeID.y","SubmissionNo","SubmissionStatusDate","ReviewPriority.y","DAY_DELAY","SURVIVAL","NDA","ORIG_PRIORITY","DrugName","ActiveIngredient"
"476",206014,23,"NITROUS OXIDE OF CANADA","NITROUS OXIDE CORP",0,1,2013-09-06,NA,NA,NA,NA,2152,0,1,0,"nitrous oxide, usp","nitrous oxide"
"477",206023,23,"AIRGAS USA LLC","AIRGAS",17000,0,2013-09-07,NA,NA,NA,NA,2151,0,1,0,"oxygen, usp","oxygen"
"478",206024,23,"AIRGAS USA LLC","AIRGAS",17000,0,2013-09-07,NA,NA,NA,NA,2151,0,1,0,"nitrogen, nf","nitrogen"
"479",206025,23,"AIRGAS USA LLC","AIRGAS",17000,0,2013-09-07,NA,NA,NA,NA,2151,0,1,0,"carbon dioxide, usp","carbon dioxide"
"480",206026,23,"AIR LIQUIDE HEALTHCARE AMERICA CORP","AIR LIQUIDE",11,1,2013-09-07,NA,NA,NA,NA,2151,0,1,0,"helium, usp","helium"
"481",206030,12,"LUNDBECK PHARMS LLC","LUNDBECK PHARMS LLC",5060,0,2016-10-07,NA,NA,NA,NA,1025,0,1,0,"carnexiv","carbamazepine"
"482",206038,7,"VERTEX PHARMS INC","VERTEX",925,0,2015-07-02,4,2,2016-03-18,"PRIORITY",260,1,1,1,"orkambi","ivacaftor; lumacaftor"
"483",206040,14,"MYLAN LABS LTD","MYLAN",35000,0,2014-09-04,NA,NA,NA,NA,1789,0,1,0,"lamivudine; zidovudine; efavirenz","lamivudine;zidovudine;efavirenz"
"484",206041,14,"MYLAN LABS LTD","MYLAN",35000,0,2014-09-04,NA,NA,NA,NA,1789,0,1,0,"atazanavir sulfate;ritonavir;lamivudine;zidovudine","atazanavir sulfate;ritonavir;lamivudine;zidovudine"
"485",206042,14,"MYLAN LABS LTD","MYLAN",35000,0,2014-09-12,NA,NA,NA,NA,1781,0,1,0,"emtricitabine;tenofovir disoproxil fumarate;nevirapine","emtricitabine;tenofovir disoproxil fumarate;nevirapine"
"486",206073,14,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2015-01-30,3,1,2015-08-28,"901 REQUIRED",210,1,1,0,"glyxambi","empagliflozin; linagliptin"
"487",206088,24,"CELGENE CORP","CELGENE",8852,0,2014-09-23,NA,NA,NA,NA,1770,0,1,0,"otezla","apremilast"
"488",206099,12,"AVANIR PHARMS","OTSUKA PHARM CO LTD",31787,0,2016-01-27,4,1,2016-11-16,"STANDARD",294,1,1,0,"onzetra xsail","sumatriptan succinate"
"489",206110,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2016-12-30,3,1,2018-06-28,"STANDARD",545,1,1,0,"caspofungin acetate","caspofungin acetate"
"490",206111,14,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2015-08-26,3,2,2015-12-04,"901 REQUIRED",100,1,1,0,"synjardy","empagliflozin; metformin hydrochloride"
"491",206143,7,"AMGEN INC","AMGEN",19200,0,2015-04-15,4,1,2016-05-05,"PRIORITY",386,1,1,1,"corlanor","ivabradine hydrochloride"
"492",206162,7,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2014-12-19,4,1,2016-01-12,"PRIORITY",389,1,1,1,"lynparza","olaparib"
"493",206185,12,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2018-09-12,NA,NA,NA,NA,320,0,1,0,"xelpros","latanoprost"
"494",206192,7,"GENENTECH INC","GENENTECH",14717,0,2015-11-10,3,1,2016-05-31,"STANDARD",203,1,1,1,"cotellic","cobimetinib fumarate"
"495",206229,15,"MEDICINES360","MEDICINES360",10,1,2015-02-26,2,1,2016-01-29,"STANDARD",337,1,1,0,"liletta","levonorgestrel"
"496",206255,12,"GALDERMA LABS LP","GALDERMA LABS",5500,1,2014-12-19,3,4,2018-04-19,"STANDARD",1217,1,1,0,"soolantra","ivermectin"
"497",206256,7,"SPECTRUM PHARMS","SPECTRUM PHARMS",235,0,2014-07-03,4,1,2015-04-23,"PRIORITY",294,1,1,1,"beleodaq","belinostat"
"498",206276,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-01-30,4,1,2015-11-27,"PRIORITY",301,1,1,1,"pazeo","olopatadine hydrochloride"
"499",206289,17,"AKORN","AKORN PHARMA",2261,0,2014-07-18,NA,NA,NA,NA,1837,0,1,1,"atropine sulfate","atropine sulfate"
"500",206302,14,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2016-06-03,NA,NA,NA,NA,1151,0,1,0,"byvalson","nebivolol hydrochloride; valsartan"
"501",206307,7,"MERLION PHARMS GMBH","MERLION PHARMS GMBH",58,0,2014-12-17,4,1,2015-12-29,"PRIORITY",377,1,1,1,"xtoro","finafloxacin"
"502",206316,7,"DAIICHI SANKYO INC","DAIICHI SANKYO INC",14446,0,2015-01-08,NA,NA,NA,NA,1663,0,1,0,"savaysa","edoxaban tosylate"
"503",206316,7,"DAIICHI SANKYO INC","DAIICHI SANKYO INC",14446,0,2015-01-08,NA,NA,NA,NA,1663,0,1,0,"savaysa","edoxaban tosylate"
"504",206316,2,"DAIICHI SANKYO INC","DAIICHI SANKYO INC",14446,0,2015-01-08,NA,NA,NA,NA,1663,0,1,0,"savaysa","edoxaban tosylate"
"505",206316,2,"DAIICHI SANKYO INC","DAIICHI SANKYO INC",14446,0,2015-01-08,NA,NA,NA,NA,1663,0,1,0,"savaysa","edoxaban tosylate"
"506",206317,15,"ROCKWELL MEDICAL INC","ROCKWELL MEDICAL INC",300,0,2015-01-23,4,2,2015-09-10,"STANDARD",230,1,1,0,"triferic","ferric pyrophosphate citrate"
"507",206321,22,"NOVO","NOVO NORDISC",41971,0,2014-12-23,3,1,2015-03-27,"STANDARD",94,1,1,0,"saxenda","liraglutide recombinant"
"508",206323,14,"MAINPOINTE","MAINPOINTE",0,1,2015-06-22,3,1,2016-08-25,"STANDARD",430,1,1,0,"tuxarin er","chlorpheniramine maleate; codeine phosphate"
"509",206333,7,"KYTHERA BIOPHARMS","KYTHERA BIOPHARMS",106,0,2015-04-29,3,1,2018-01-18,"STANDARD",995,1,1,0,"kybella","deoxycholic acid"
"510",206334,7,"MELINTA THERAP","MELINTA",45,0,2014-08-06,4,1,2015-07-14,"STANDARD",342,1,1,1,"orbactiv","oritavancin diphosphate"
"511",206352,12,"BRISTOL MYERS SQUIBB","BRISTOL-MYERS SQUIBB",23300,0,2014-06-02,3,2,2015-03-27,"901 REQUIRED",298,1,1,1,"reyataz","atazanavir sulfate"
"512",206356,12,"SWEDISH ORPHAN","SWEDISH ORPHAN",800,0,2016-04-22,3,2,2016-08-30,"STANDARD",130,1,1,0,"orfadin","nitisinone"
"513",206406,12,"VELOXIS PHARMS INC","VELOXIS PHARMS INC",23,0,2015-07-10,3,1,2015-08-12,"STANDARD",33,1,1,0,"envarsus xr","tacrolimus"
"514",206426,7,"BIOCRYST","BIOCRYST",65,0,2014-12-19,4,1,2016-03-11,"STANDARD",448,1,1,0,"rapivab","peramivir"
"515",206439,14,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2014-12-23,4,1,2015-09-01,"STANDARD",252,1,1,0,"namzaric","donepezil hydrochloride; memantine hydrochloride"
"516",206451,14,"CIPLA","CIPLA",12235,0,2017-10-27,NA,NA,NA,NA,640,0,1,1,NA,NA
"517",206473,15,"HOSPIRA INC","HOSPIRA INC",19000,0,2015-06-18,3,1,2017-12-15,"STANDARD",911,1,1,0,"linezolid in sodium chloride 0.9% in plastic container","linezolid"
"518",206488,7,"SAREPTA THERAPS INC","SAREPTA THERAPS INC",499,0,2016-09-19,3,3,2017-02-22,"STANDARD",156,1,1,1,"exondys 51","eteplirsen"
"519",206494,8,"ALLERGAN SALES LLC","ALLERGAN",16900,0,2015-02-25,3,1,2015-09-02,"STANDARD",189,1,1,1,"avycaz","avibactam sodium; ceftazidime"
"520",206500,7,"TERSERA THERAPS LLC","TERSERA THERAPS LLC",0,1,2015-09-01,4,1,2016-04-04,"STANDARD",216,1,1,0,"varubi","rolapitant hydrochloride"
"521",206510,14,"MERCK SHARP DOHME","MERCK",69000,0,2015-02-06,NA,NA,NA,NA,1634,0,1,0,"dutrebis","lamivudine; raltegravir potassium"
"522",206538,15,"SANOFI US SERVICES","SANOFI",106859,0,2015-02-25,4,1,2015-09-29,"STANDARD",216,1,1,0,"toujeo solostar","insulin glargine recombinant"
"523",206538,15,"SANOFI US SERVICES","SANOFI",106859,0,2015-02-25,4,1,2015-09-29,"STANDARD",216,1,1,0,"toujeo max solostar","insulin glargine recombinant"
"524",206544,15,"DAIICHI SANKYO INC","DAIICHI SANKYO INC",14446,0,2015-10-02,21,1,2016-04-20,"N/A",201,1,1,0,"morphabond er","morphine sulfate"
"525",206545,24,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-07-23,NA,NA,NA,NA,1832,0,1,1,"zydelig","idelalisib"
"526",206619,8,"ABBVIE INC","ABBVIE INC",30000,0,2014-12-19,3,3,2015-03-25,"STANDARD",96,1,1,1,"viekira pak (copackaged)","dasabuvir sodium ; ombitasvir; paritaprevir; ritonavir"
"527",206627,12,"PURDUE PHARMA LP","PURDUE PHARMA LP",5000,1,2014-11-20,21,1,2015-06-26,"N/A",218,1,1,1,"hysingla","hydrocodone bitartrate"
"528",206628,15,"HQ SPCLT PHARMA","HQ SPCLT PHARMA",0,1,2015-10-21,4,1,2016-02-09,"STANDARD",111,1,1,0,"dexmedetomidine hydrochloride","dexmedetomidine hydrochloride"
"529",206679,12,"TCG FLUENT PHARMA","TCG FLUENT PHARMA",0,1,2016-04-21,3,2,2017-10-04,"STANDARD",531,1,1,0,"flolipid","simvastatin"
"530",206709,7,"BIOCODEX SA","BIOCODEX SA",1200,1,2018-08-20,NA,NA,NA,NA,343,0,1,1,"diacomit","stiripentol"
"531",206756,8,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2015-05-21,3,1,2015-06-16,"STANDARD",26,1,1,0,"stiolto respimat","olodaterol hydrochloride; tiotropium bromide"
"532",206769,15,"TEVA PHARMS USA","TEVA",42535,0,2014-12-15,3,2,2016-05-25,"STANDARD",527,1,1,0,"argatroban in 0.9% sodium chloride","argatroban"
"533",206814,17,"GENUS LIFESCIENCES","GENUS LIFESCIENCES",0,1,2014-12-22,4,1,2015-07-14,"STANDARD",204,1,1,0,"potassium chloride","potassium chloride"
"534",206826,23,"LINDE GAS NORTH AMERICA LLC","LINDE",51138,0,2014-03-04,NA,NA,NA,NA,1973,0,1,0,"helium, usp","helium"
"535",206829,8,"CUBIST PHARMS LLC","CUBIST PHARMS LLC",873,0,2014-12-19,3,1,2015-05-20,"STANDARD",152,1,1,1,"zerbaxa","ceftolozane sulfate; tazobactam sodium"
"536",206843,7,"BRISTOL-MYERS SQUIBB","BRISTOL-MYERS SQUIBB",23300,0,2015-07-24,2,1,2016-02-05,"PRIORITY",196,1,1,1,"daklinza","daclatasvir dihydrochloride"
"537",206843,7,"BRISTOL-MYERS SQUIBB","BRISTOL-MYERS SQUIBB",23300,0,2015-07-24,2,2,2016-02-05,"PRIORITY",196,1,1,1,"daklinza","daclatasvir dihydrochloride"
"538",206843,7,"BRISTOL-MYERS SQUIBB","BRISTOL-MYERS SQUIBB",23300,0,2015-07-24,2,3,2016-02-05,"PRIORITY",196,1,1,1,"daklinza","daclatasvir dihydrochloride"
"539",206910,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-03-30,3,1,2015-10-22,"STANDARD",206,1,1,0,"jadenu","deferasirox"
"540",206910,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-03-30,3,3,2015-10-22,"STANDARD",206,1,1,0,"jadenu","deferasirox"
"541",206911,15,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2016-04-08,NA,NA,NA,NA,1207,0,1,0,"bromsite","bromfenac sodium"
"542",206940,7,"ALLERGAN HOLDINGS","ALLERGAN",16900,0,2015-05-27,3,1,2017-02-02,"STANDARD",617,1,1,1,"viberzi","eluxadoline"
"543",206947,7,"EISAI INC","EISAI INC",10452,0,2015-02-13,4,1,2015-10-16,"PRIORITY",245,1,1,1,"lenvima","lenvatinib mesylate"
"544",206976,13,"IBSA INST BIO","IBSA INST BIO",0,1,2018-12-19,NA,NA,NA,NA,222,0,1,0,"licart","diclofenac epolamine"
"545",206977,12,"INSTITUT BIOCHIMIQUE","IBSA INST BIO",0,1,2016-12-15,3,1,2017-02-24,"STANDARD",71,1,1,0,"tirosint-sol","levothyroxine sodium"
"546",206995,15,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2015-07-13,3,3,2018-08-22,"STANDARD",1136,1,1,0,"iressa","gefitinib"
"547",207026,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2015-01-13,3,1,2015-12-15,"STANDARD",336,1,1,0,"phoxillum bk 4/2.5 in plastic container","calcium chloride; magnesium chloride; potassium chloride; sodium bicarbonate; sodium chloride; sodium phosphate"
"548",207026,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2015-01-13,3,1,2015-12-15,"STANDARD",336,1,1,0,"phoxillum b22k 4/0 in plastic container","calcium chloride; magnesium chloride; potassium chloride; sodium bicarbonate; sodium chloride; sodium phosphate"
"549",207027,13,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-08-24,3,1,2016-10-12,"STANDARD",415,1,1,1,"promacta kit","eltrombopag olamine"
"550",207036,23,"CEE KAY SUPPLY","CEE KAY SUPPLY",66,1,2014-04-22,NA,NA,NA,NA,1924,0,1,0,"medical air, usp","medical air"
"551",207070,24,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2015-09-15,NA,NA,NA,NA,1413,0,1,0,"spiriva respimat","tiotropium bromide"
"552",207071,12,"LEO PHARMA AS","LEO LABS",5000,1,2015-07-29,NA,NA,NA,NA,1461,0,1,0,"finacea","azelaic acid"
"553",207078,7,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2018-05-18,NA,NA,NA,NA,437,0,1,0,"lokelma","sodium zirconium cyclosilicate"
"554",207103,7,"PFIZER INC","PFIZER",92400,0,2015-02-03,4,1,2015-12-17,"PRIORITY",317,1,1,1,"ibrance","palbociclib"
"555",207114,23,"AMERICAN WELDING AND GAS INC","AMERICAN WELDING AND GAS INC",0,1,2014-05-12,NA,NA,NA,NA,1904,0,1,0,"medical air, usp","medical air"
"556",207131,15,"BAXTER HLTHCARE CORP","BAXTER HLTHCARE CORP",65,1,2015-08-07,4,1,2016-05-25,"STANDARD",292,1,1,0,"cefazolin in plastic container","cefazolin sodium"
"557",207145,7,"US WORLDMEDS LLC","US WORLDMEDS LLC",73,1,2017-03-21,3,1,2017-06-16,"STANDARD",87,1,1,0,"xadago","safinamide mesylate"
"558",207154,15,"AQUA PHARMS LLC","ALMIRALL",2130,0,2016-02-24,3,3,2018-05-18,"STANDARD",814,1,1,0,"aczone","dapsone"
"559",207155,15,"SPECTRUM PHARMS","SPECTRUM PHARMS",235,0,2016-03-10,NA,NA,NA,NA,1236,0,1,0,"evomela","melphalan hydrochloride"
"560",207155,15,"SPECTRUM PHARMS","SPECTRUM PHARMS",235,0,2016-03-10,NA,NA,NA,NA,1236,0,1,0,"evomela","melphalan hydrochloride"
"561",207155,2,"SPECTRUM PHARMS","SPECTRUM PHARMS",235,0,2016-03-10,NA,NA,NA,NA,1236,0,1,0,"evomela","melphalan hydrochloride"
"562",207155,2,"SPECTRUM PHARMS","SPECTRUM PHARMS",235,0,2016-03-10,NA,NA,NA,NA,1236,0,1,0,"evomela","melphalan hydrochloride"
"563",207166,23,"RELIANT HOLDINGS LTD","RELIANT HOLDINGS LTD",85,1,2014-05-25,NA,NA,NA,NA,1891,0,1,0,"carbon dioxide, usp","carbon dioxide"
"564",207174,15,"ACCORD HLTHCARE","ACCORD HLTHCARE",96,1,2016-02-04,NA,NA,NA,NA,1271,0,1,0,"paricalcitol","paricalcitol"
"565",207202,14,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2017-11-13,NA,NA,NA,NA,623,0,1,0,"abilify mycite kit","aripiprazole"
"566",207223,12,"BIOCODEX SA","BIOCODEX SA",1200,1,2018-08-20,NA,NA,NA,NA,343,0,1,1,"diacomit","stiripentol"
"567",207233,12,"IROKO PHARMS LLC","IROKO PHARMS LLC",50,1,2015-10-22,4,1,2016-05-17,"STANDARD",208,1,1,0,"vivlodex","meloxicam"
"568",207315,14,"HETERO LABS LTD III","HETERO DRUGS",0,1,2017-05-05,NA,NA,NA,NA,815,0,1,0,"lamivudine and tenofovir disoproxil fumarate","lamivudine; tenofovir disoproxil fumarate"
"569",207318,7,"ACADIA PHARMS INC","ACADIA PHARMS INC",370,0,2016-04-29,3,1,2017-10-17,"STANDARD",536,1,1,1,"nuplazid","pimavanserin tartrate"
"570",207369,15,"HETERO LABS LTD V","HETERO DRUGS",0,1,2015-11-13,NA,NA,NA,NA,1354,0,1,0,"abacavir; lamivudine","abacavir;lamivudine"
"571",207500,7,"ASTELLAS","ASTELLAS",17202,0,2015-03-06,3,1,2015-04-03,"STANDARD",28,1,1,1,"cresemba","isavuconazonium sulfate"
"572",207501,22,"ASTELLAS","ASTELLAS",17202,0,2015-03-06,3,1,2015-04-03,"STANDARD",28,1,1,1,"cresemba","isavuconazonium sulfate"
"573",207533,7,"ALKERMES INC","ALKERMES INC",2300,0,2015-10-05,4,1,2016-03-24,"STANDARD",171,1,1,0,"aristada","aripiprazole lauroxil"
"574",207534,15,"ADAMIS PHARMS CORP","ADAMIS PHARMS CORP",14,0,2017-06-15,2,3,2018-09-27,"STANDARD",469,1,1,0,"symjepi","epinephrine"
"575",207561,8,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2015-11-05,3,3,2016-03-08,"STANDARD",124,1,1,0,"genvoya","cobicistat; elvitegravir; emtricitabine; tenofovir alafenamide fumarate"
"576",207589,12,"LEO PHARMA AS","LEO LABS",5000,1,2015-10-16,3,1,2016-03-08,"STANDARD",144,1,1,0,"enstilar","betamethasone dipropionate; calcipotriene"
"577",207620,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-07-07,4,1,2016-02-12,"PRIORITY",220,1,1,1,"entresto","sacubitril; valsartan"
"578",207621,13,"PFIZER INC","PFIZER",92400,0,2016-08-19,21,1,2016-09-30,"N/A",42,1,1,0,"troxyca er","naltrexone hydrochloride; oxycodone hydrochloride"
"579",207648,14,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2016-07-13,NA,NA,NA,NA,1111,0,1,0,"smoflipid 20%","fish oil; medium chain triglycerides; olive oil; soybean oil"
"580",207695,7,"ANACOR PHARMS INC","ANACOR PHARMS INC",110,0,2016-12-14,3,2,2017-10-16,"STANDARD",306,1,1,0,"eucrisa","crisaborole"
"581",207768,12,"AYTU","AYTU",57,0,2015-04-30,4,1,2015-12-04,"STANDARD",218,1,1,0,"tuzistra xr","chlorpheniramine polistirex; codeine polistirex"
"582",207793,15,"IPSEN INC","IPSEN INC",5400,0,2015-10-22,NA,NA,NA,NA,1376,0,1,1,"onivyde","irinotecan hydrochloride"
"583",207795,7,"BAUSCH AND LOMB","BAUSCH AND LOMB",21100,0,2017-11-02,3,2,2018-06-11,"STANDARD",221,1,1,0,"vyzulta","latanoprostene bunod"
"584",207844,12,"AMEDRA PHARMS LLC","AMEDRA PHARMS LLC",37,1,2015-06-11,NA,NA,NA,NA,1509,0,1,0,"albenza","albendazole"
"585",207865,12,"MSD MERCK CO","MERCK",69000,0,2015-12-17,3,1,2017-05-31,"STANDARD",531,1,1,1,"emend","aprepitant"
"586",207916,12,"ARBOR PHARMS LLC","ARBOR PHARMS LLC",550,1,2016-01-29,3,3,2017-04-18,"STANDARD",445,1,1,0,"cetylev","acetylcysteine"
"587",207917,15,"GALDERMA LABS","GALDERMA LABS",5500,1,2015-07-15,NA,NA,NA,NA,1475,0,1,0,"epiduo forte","adapalene; benzoyl peroxide"
"588",207920,12,"ASTRAZENECA LP","ASTRAZENECA",59700,0,2015-11-23,3,1,2017-02-03,"STANDARD",438,1,1,0,"nexium 24hr","esomeprazole magnesium"
"589",207921,15,"NORTON WATERFORD","TEVA",42535,0,2017-08-03,NA,NA,NA,NA,725,0,1,0,"qvar redihaler","beclomethasone dipropionate"
"590",207923,12,"SUNOVION PHARMS INC","SUNOVION PHARMS INC",1700,1,2015-10-29,4,1,2016-05-23,"STANDARD",207,1,1,0,"seebri","glycopyrrolate"
"591",207924,7,"ELI LILLY AND CO","ELI LILLY",38680,0,2018-05-31,NA,NA,NA,NA,424,0,1,0,"olumiant","baricitinib"
"592",207925,12,"VERTEX PHARMS INC","VERTEX",925,0,2015-03-17,4,2,2016-06-08,"PRIORITY",449,1,1,1,"kalydeco","ivacaftor"
"593",207926,17,"AKORN INC","AKORN PHARMA",2261,0,2015-01-15,NA,NA,NA,NA,1656,0,1,0,"phenylephrine hydrochloride","phenylephrine hydrochloride"
"594",207930,13,"SUNOVION PHARMS INC","SUNOVION PHARMS INC",1700,1,2015-10-29,4,1,2016-05-11,"STANDARD",195,1,1,0,"utibron","glycopyrrolate ; indacaterol maleate"
"595",207931,15,"ABBVIE INC","ABBVIE INC",30000,0,2015-07-24,3,1,2015-10-22,"STANDARD",90,1,1,1,"technivie","ombitasvir; paritaprevir; ritonavir"
"596",207932,12,"BDSI","BIODELIVERY SCIENCES",99,0,2015-10-23,21,1,2016-04-20,"N/A",180,1,1,0,"belbuca","buprenorphine hydrochloride"
"597",207946,15,"JANSSEN PHARMS","JANSSEN",135100,0,2015-05-18,3,1,2016-03-01,"STANDARD",288,1,1,1,"invega trinza","paliperidone palmitate"
"598",207947,7,"ACTELION PHARMS LTD","ACTELION PHARMS LTD",2421,1,2015-12-21,3,1,2017-07-21,"STANDARD",578,1,1,0,"uptravi","selexipag"
"599",207949,15,"ACCORD HLTHCARE INC","ACCORD HLTHCARE",96,1,2015-06-25,NA,NA,NA,NA,1495,0,1,0,"cabazitaxel","cabazitaxel"
"600",207953,7,"JANSSEN PRODS","JANSSEN",135100,0,2015-10-23,3,1,2016-07-20,"STANDARD",271,1,1,1,"yondelis","trabectedin"
"601",207958,12,"APRECIA PHARMS","APRECIA PHARMS",114,1,2015-07-31,4,1,2015-12-14,"PRIORITY",136,1,1,0,"spritam","levetiracetam"
"602",207960,12,"NEXTWAVE PHARMS","NEXTWAVE PHARMS",10,1,2015-12-04,3,4,2017-01-04,"901 REQUIRED",397,1,1,0,"quillichew er","methylphenidate hydrochloride"
"603",207962,15,"SCILEX PHARMS INC","SCILEX PHARMS INC",82,1,2018-02-28,3,1,2018-11-02,"STANDARD",247,1,1,0,"ztlido","lidocaine"
"604",207963,15,"EXELA PHARMA SCIENCE","EXELA PHARMA SCIENCE",136,1,2016-08-22,NA,NA,NA,NA,1071,0,1,0,"palonosetron hydrochloride","palonosetron hydrochloride"
"605",207964,15,"MEDLINE INDUSTRIES","MEDLINE INDUSTRIES",18000,1,2018-11-20,NA,NA,NA,NA,251,0,1,0,"readyprep chg","chlorhexidine gluconate"
"606",207968,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-05-18,3,2,2018-02-16,"STANDARD",274,1,1,0,"jadenu sprinkle","deferasirox"
"607",207970,15,"ACTAVIS LLC","ALLERGAN",16900,0,2018-01-17,NA,NA,NA,NA,558,0,1,0,"cabazitaxel injection","cabazitaxel"
"608",207975,12,"TEVA BRANDED PHARM","TEVA",42535,0,2017-01-17,21,2,2017-05-26,"N/A",129,1,1,0,"vantrela er","hydrocodone bitartrate"
"609",207981,7,"TAIHO ONCOLOGY","OTSUKA PHARM CO LTD",31787,0,2015-09-22,4,1,2015-11-13,"STANDARD",52,1,1,0,"lonsurf","tipiracil hydrochloride; trifluridine"
"610",207986,15,"OTONOMY INC","OTONOMY INC",139,0,2015-12-10,3,1,2016-01-27,"STANDARD",48,1,1,0,"otiprio","ciprofloxacin"
"611",207987,15,"BELCHER PHARMS LLC","BELCHER PHARMS LLC",61,1,2018-06-21,NA,NA,NA,NA,403,0,1,0,"ablysinol","alcohol"
"612",207988,7,"IRONWOOD PHARMS INC","IRONWOOD PHARMS INC",674,0,2015-12-22,19,1,2016-08-04,"UNKNOWN",226,1,1,0,"zurampic","lesinurad"
"613",207997,2,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-04-28,NA,NA,NA,NA,822,0,1,1,"rydapt","midostaurin"
"614",207997,2,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-04-28,NA,NA,NA,NA,822,0,1,1,"rydapt","midostaurin"
"615",207997,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-04-28,NA,NA,NA,NA,822,0,1,1,"rydapt","midostaurin"
"616",207997,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2017-04-28,NA,NA,NA,NA,822,0,1,1,"rydapt","midostaurin"
"617",207999,7,"INTERCEPT PHARMS INC","INTERCEPT PHARMS INC",456,0,2016-05-27,4,1,2016-12-21,"STANDARD",208,1,1,1,"ocaliva","obeticholic acid"
"618",208010,15,"OPKO IRELAND GLOBAL","OPKO IRELAND GLOBAL",6041,0,2016-06-17,4,1,2016-12-14,"STANDARD",180,1,1,0,"rayaldee","calcifediol"
"619",208019,17,"PHARMA RES SOFTWARE","PHARMA RES SOFTWARE",0,1,2015-08-19,NA,NA,NA,NA,1440,0,1,0,"potassium chloride","potassium chloride"
"620",208025,15,"DEXCEL PHARMA","DEXCEL PHARMA",331,1,2016-06-07,3,1,2017-01-25,"STANDARD",232,1,1,0,"lansoprazole","lansoprazole"
"621",208026,14,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2016-05-27,3,4,2016-12-23,"STANDARD",210,1,1,0,"jentadueto xr","linagliptin; metformin hydrochloride"
"622",208030,12,"APOPHARMA INC","APOPHARMA INC",85,1,2015-09-09,2,2,2018-04-20,"STANDARD",954,1,1,0,"ferriprox","deferiprone"
"623",208032,14,"ST RENATUS","ST RENATUS",34,1,2016-06-29,3,4,2018-11-02,"STANDARD",856,1,1,0,"kovanaze","oxymetazoline hydrochloride; tetracaine hydrochloride"
"624",208036,17,"BRACCO","BRACCO",3000,1,2016-01-11,2,2,2017-01-03,"STANDARD",358,1,1,0,"e-z-hd","barium sulfate"
"625",208036,17,"BRACCO","BRACCO",3000,1,2016-01-11,2,2,2017-01-03,"STANDARD",358,1,1,0,"e-z-paque","barium sulfate"
"626",208036,17,"BRACCO","BRACCO",3000,1,2016-01-11,2,2,2017-01-03,"STANDARD",358,1,1,0,"e-z-cat dry","barium sulfate"
"627",208051,7,"PUMA BIOTECH","PUMA BIOTECH",160,0,2017-07-17,3,2,2018-06-28,"STANDARD",346,1,1,0,"nerlynx","neratinib maleate"
"628",208054,7,"BLUE EARTH","BLUE EARTH",0,1,2016-05-27,4,2,2016-12-19,"STANDARD",206,1,1,1,"axumin","fluciclovine f-18"
"629",208056,12,"TAKEDA PHARMS USA","TAKEDA PHARMS USA",27230,0,2016-01-26,2,1,2016-07-08,"STANDARD",164,1,1,0,"dexilant solutab","dexlansoprazole"
"630",208065,7,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2015-11-13,4,1,2016-02-10,"PRIORITY",89,1,1,1,"tagrisso","osimertinib mesylate"
"631",208069,23,"STRATA MEDICAL INNOVATIONS","STRATA MEDICAL INNOVATIONS",10,1,2014-11-25,NA,NA,NA,NA,1707,0,1,0,"nitrous oxide, usp","nitrous oxide"
