DrugID,IndicationID,DrugIndicationID,LeadCompanyID,Drug_Name,Generic_Name,Lead_Company,Ticker,State,Country,Continent,Market_Cap,Disease_Group,Sub_Disease_Group,Indication_Name,Lead_Indication,Current_Phase,Event_Phase,Likelihood_of_Approval,Molecule,Target,Drug_Classification,Imaging_Agent,Route_of_Administration,Fast_Track,SPA,Orphan,Breakthrough,RMAT,QIDP,Est_US_Approval_Date,Est_EU_Approval_Date,Est_Japan_Approval_Date,Actual_US_Approval_Date,Actual_EU_Approval_Date,Actual_Japan_Approval_Date,Future_PDUFA_Date,Future_NDA_BLA_Date,NDA_BLA_Date,Phase_III_Date,Phase_II_Date,Phase_I_Date,IND_Date,Phase_III_Event_Date,Phase_II_Event_Date,Phase_I_Event_Date,Lead_Company_Revenue_Pct_US,Peak_US_Revenue,US_2016,US_2017,US_2018,US_2019_YTD,WW_2016,WW_2017,WW_2018,WW_2019_YTD,Last_Quarter_Reported,Partner
2070,168,3391,395,Saphris,asenapine maleate,Allergan plc,AGN,,Ireland,Europe,53945515162,Psychiatry,Bipolar,Bipolar Disorder,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Alpha 2 Adrenergic Receptor^ Dopamine 1 (D1) Receptor^ Dopamine 2 (D2) Receptor^ Dopamine 3 (D3) Receptor^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor^ Serotonin 5-HT2B receptor,New Molecular Entity (NME),No,Sublingual (SL)/Oral Transmucosal,N,N,N,N,N,N,,,,08/13/09,09/01/10,,,,08/30/07,,,,,10/20/03,,,100%,438.4,$   166.8,$   155.2,$    66.5,N/A,$   166.8,$   155.2,$    66.5,N/A,Q2 2018,"H. Lundbeck A/S, Merck &amp; Co., Inc."
891,566,1962,142,Sarafem,fluoxetine hydrochloride,Endo International plc,ENDP,,Ireland,Europe,554131557,Neurology,Other,Premenstrual Dysphoric Disorder (PMDD),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Serotonin Reuptake,New Molecular Entity (NME),No,Oral (PO),N,N,N,,N,N,,,,07/06/00,,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Allergan plc, Eli Lilly &amp; Company"
2736,346,4672,343,Savaysa,edoxaban,"Daiichi Sankyo Co., Ltd.",DSKYF,,Japan,Asia,,Hematology,Antithrombotic,Venous Thromboembolism (VTE),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Coagulation Factor X,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,01/08/15,06/19/15,04/22/11,,,01/08/14,02/03/10,,,,02/03/10,03/12/06,,N/A,,N/A,$    20.0,$    20.9,N/A,N/A,$   686.4,"$  1,068.5",N/A,Q4 2018,"Daewoong Pharmaceutical Company Ltd., Les Laboratoires Servier, Merck &amp; Co., Inc."
2736,2965,17680,343,Savaysa,edoxaban,"Daiichi Sankyo Co., Ltd.",DSKYF,,Japan,Asia,,Hematology,Antithrombotic,Stroke Prevention in Atrial Fibrillation (SPAF),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Coagulation Factor X,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,01/08/15,06/19/15,09/26/14,,,01/08/14,12/07/08,,,,12/08/08,02/01/08,,N/A,,N/A,$    20.0,$    20.9,N/A,N/A,$   686.4,"$  1,068.5",N/A,Q4 2018,"Daewoong Pharmaceutical Company Ltd., Les Laboratoires Servier, Merck &amp; Co., Inc."
1703,588,2730,395,Savella,milnacipran,Allergan plc,AGN,,Ireland,Europe,53945515162,Neurology,Pain,Fibromyalgia,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Norepinephrine (Noradrenaline) Reuptake/Transporter^ Serotonin Reuptake,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,01/14/09,,,,,12/31/07,10/15/03,,,,09/09/04,,,N/A,,$   133.6,$    98.2,$    39.0,N/A,$   133.6,$    98.2,$    39.0,N/A,Q2 2018,"Asahi Kasei Corporation, Pierre Fabre Medicament S.A., Royalty Pharma AG"
18391,239,24090,7817,Seasonique,ethinyl estradiol and levonorgestrel,CVC Capital Partners SICAV-FIS S.A.,,,Luxembourg,Europe,,Endocrine,Contraception,Contraception,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Steroid,Estrogen Receptor Alpha (ER1 or ER alpha)^ Estrogen Receptor Beta (ER2 or ER beta)^ Progesterone Receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,05/25/06,01/12/15,,,,10/21/04,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2381,73,4026,686,Seebri Neohaler,glycopyrronium bromide,"Sumitomo Dainippon Pharma Co., Ltd.",4506:JP,,Japan,Asia,,Respiratory,COPD,Chronic Obstructive Pulmonary Disease (COPD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Muscarinic acetylcholine receptor,Non-NME,No,Inhaled,N,N,N,N,N,N,,,,10/29/15,09/28/12,09/28/12,,,,06/29/09,,,,06/29/09,05/23/05,,85%,1145.2,N/A,N/A,N/A,N/A,$   149.0,$   151.0,$   148.0,$    65.0,Q2 2019,"Glenmark Pharmaceuticals Limited, Novartis AG, Pfizer Inc., Sosei Co., Ltd, Vectura Group plc"
36158,137,50296,254,Segluromet,ertugliflozin/metformin,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Small Molecule,AMP-activated protein kinase (AMPK)^ SGLT,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,12/19/17,03/23/18,,,,12/19/16,01/27/14,,,,01/27/14,04/29/13,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,Pfizer Inc.
40574,272,56863,312,Seizalam,midazolam hydrochloride,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Neurology,Seizure Disorders (Epilepsy),Seizure Disorders (Epilepsy),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,GABA-A Receptor,Non-NME,No,Intramuscular (IM),N,N,Y,N,N,N,,,,09/14/18,,,,,11/16/17,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2137,78,3544,180,Selzentry,maraviroc,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Infectious disease,Antiviral,HIV / AIDS,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Chemokine Receptor 5 (CCR5),New Molecular Entity (NME),No,"Oral (PO), Rectal, Intravaginal",Y,N,N,,N,N,,,,08/06/07,09/18/07,12/25/08,,,12/20/06,,12/07/04,,,12/06/04,,,75%,73.3,$    88.0,$    86.0,$    77.0,$    34.0,$   170.0,$   166.0,$   153.0,$    63.0,Q2 2019,"International Partnership for Microbicides, Pfizer Inc."
31,343,45,30,Sensipar,cinacalcet hydrochloride,"Amgen, Inc.",AMGN,California,United States,North America,1.31344E+11,Endocrine,Hyperparathyroidism,Hyperparathyroidism (Primary),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium-Sensing Receptor,New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,03/01/2014 - 09/30/2014,02/25/11,06/24/08,,,,04/26/10,,,,,,05/25/99,,92%,21.8,"$  1,240.0","$  1,374.0","$  1,436.0",$   178.0,"$  1,667.1","$  1,718.0","$  1,774.0",$   390.4,Q2 2019,"DRI Capital Inc., Kyowa Hakko Kirin Co., Ltd., Takeda Pharmaceutical Company Ltd"
31,367,306,30,Sensipar,cinacalcet hydrochloride,"Amgen, Inc.",AMGN,California,United States,North America,1.31344E+11,Endocrine,Hyperparathyroidism,Hyperparathyroidism (Secondary),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Calcium-Sensing Receptor,New Molecular Entity (NME),No,Oral (PO),N,N,Y,N,N,N,,,,03/08/04,10/28/04,10/25/07,,,09/05/03,12/15/01,,,,12/20/01,08/11/98,,92%,1021.4,"$  1,240.0","$  1,374.0","$  1,436.0",$   178.0,"$  1,667.1","$  1,718.0","$  1,774.0",$   390.4,Q2 2019,"DRI Capital Inc., Kyowa Hakko Kirin Co., Ltd., Takeda Pharmaceutical Company Ltd"
25786,155,35899,7731,Sernivo,betamethasone dipropionate,"Encore Dermatology, Inc.",,Pennsylvania,United States,North America,,Autoimmune/immunology,Psoriasis,Psoriasis,Y,Approved,Approved,100% (Same As Avg.),Steroid,Glucocorticoid Receptor (GR),Non-NME,No,Topical,N,N,N,N,N,N,,,,02/05/16,,,,,04/08/15,,,,,11/20/13,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1937,168,3125,45,Seroquel,quetiapine fumarate,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Psychiatry,Bipolar,Bipolar Disorder,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha Adrenergic Receptors^ Dopamine 1 (D1) Receptor^ Dopamine 2 (D2) Receptor^ Histamine H1 Receptor (HRH1)^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor^ Serotonin 5-HT2B receptor,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,01/12/04,10/13/03,,,,01/02/03,08/31/00,,,,08/31/00,,,100%,330.3,N/A,N/A,$    80.0,$    20.0,N/A,N/A,$   361.0,$    44.3,Q1 2019,"Astellas Pharma, Inc., Hutchison MediPharma Limited, Luye Pharma Group, Ltd."
2734,170,4668,45,Seroquel XR,quetiapine fumarate,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Psychiatry,Psychosis/Schizophrenia,Schizophrenia,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha Adrenergic Receptors^ Dopamine 1 (D1) Receptor^ Dopamine 2 (D2) Receptor^ Histamine H1 Receptor (HRH1)^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor^ Serotonin 5-HT2B receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,05/17/07,01/01/08,,,,07/18/06,,,,,,,,100%,,$   515.0,$   175.0,N/A,N/A,$   735.0,$   388.6,N/A,N/A,Q4 2017,"Astellas Pharma, Inc., Lupin Limited, Luye Pharma Group, Ltd."
2734,167,5311,45,Seroquel XR,quetiapine fumarate,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Psychiatry,Unipolar Depression,Major Depressive Disorder (MDD),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha Adrenergic Receptors^ Dopamine 1 (D1) Receptor^ Dopamine 2 (D2) Receptor^ Histamine H1 Receptor (HRH1)^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor^ Serotonin 5-HT2B receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,01/01/2011 - 01/01/2011,12/02/09,09/02/10,,,,02/29/08,02/02/06,,,,02/02/06,,,100%,,$   515.0,$   175.0,N/A,N/A,$   735.0,$   388.6,N/A,N/A,Q4 2017,"Astellas Pharma, Inc., Lupin Limited, Luye Pharma Group, Ltd."
2734,168,5313,45,Seroquel XR,quetiapine fumarate,AstraZeneca PLC,AZN,,United Kingdom,Europe,28379095980,Psychiatry,Bipolar,Bipolar Disorder,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha Adrenergic Receptors^ Dopamine 1 (D1) Receptor^ Dopamine 2 (D2) Receptor^ Histamine H1 Receptor (HRH1)^ Serotonin 5-HT1 receptor^ Serotonin 5-HT2A receptor^ Serotonin 5-HT2B receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,10/10/08,09/29/09,07/03/17,,,01/02/08,,,,,01/12/07,,,100%,,$   515.0,$   175.0,N/A,N/A,$   735.0,$   388.6,N/A,N/A,Q4 2017,"Astellas Pharma, Inc., Lupin Limited, Luye Pharma Group, Ltd."
1534,581,10370,255,Serostim,somatropin recombinant,Merck KGaA,MKGAY,,Germany,Europe,,Gastroenterology (non inflammatory bowel disease),Other,Short Bowel Syndrome (SBS),N,Approved,Approved,100% (Same As Avg.),Protein,Growth hormone receptor (GHR),Biologic,No,Subcutaneous (SQ),N,N,Y,,N,N,,,,12/02/03,,,,,,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q4 2010,N/A
20558,603,27408,774,Seysara,sarecycline,"Almirall Prodesfarma, S.A.",ALM:SM,,Spain,Europe,,Dermatology,General,Acne,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Bacterial ribosome^ Protein synthesis,New Molecular Entity (NME),No,Oral (PO),N,N,N,N,N,N,,,,10/01/18,,,,,10/20/17,,06/22/12,,,12/18/14,06/22/12,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Paratek Pharmaceuticals, Inc."
17210,641,22330,180,Shingrix,,GlaxoSmithKline plc,GSK,,United Kingdom,Europe,1.09197E+11,Infectious disease,Antiviral,Chickenpox and Shingles - Vaccines and Treatments,Y,Approved,Approved,100% (Same As Avg.),Vaccine,Immune system^ Varicella Zoster Virus (VSV),Vaccine,No,"Intramuscular (IM), Subcutaneous (SQ)",N,N,N,N,N,N,,,,10/20/17,03/23/18,03/23/18,,,10/21/16,08/23/10,,,,08/23/10,02/22/07,,N/A,,N/A,$    29.8,$   997.3,$   444.8,N/A,N/A,"$  1,066.6",$   484.2,Q1 2019,"Agenus Inc., Oberland Capital Management, LLC"
1888,637,3044,1008,Signifor,pasireotide diaspartate,Recordati SpA,REC:IM,,Italy,Europe,,Endocrine,Other,Cushing's Syndrome,Y,Approved,Approved,100% (Same As Avg.),Peptide,Somatostatin Receptors,Non-NME,No,"Intramuscular (IM), Subcutaneous (SQ)",N,N,N,N,N,N,,,01/01/2014 - 01/01/2014,12/14/12,04/24/12,,,,03/31/12,01/31/07,,,,01/31/07,04/01/04,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Novartis AG
1888,680,5059,1008,Signifor,pasireotide diaspartate,Recordati SpA,REC:IM,,Italy,Europe,,Endocrine,Other,Acromegaly,N,Approved,Approved,100% (Same As Avg.),Peptide,Somatostatin Receptors,Non-NME,No,"Intramuscular (IM), Subcutaneous (SQ)",N,N,Y,N,N,N,,,01/01/2014 - 01/01/2015,12/16/14,11/24/14,,,,11/15/13,01/14/08,,,,01/14/08,01/31/07,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Novartis AG
37723,576,52598,8299,Siklos,Hydroxyurea,Addmedica  SAS,,,France,Europe,,Hematology,Other,Sickle Cell Anemia,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Fetal hemoglobin,Non-NME,No,Oral (PO),N,N,Y,N,N,N,,,,12/21/17,06/29/07,,,,,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2328,291,3926,4140,Silenor,doxepin hydrochloride,Currax Pharmaceuticals LLC,,New Jersey,United States,North America,,Neurology,Insomnia,Insomnia,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Histamine H1 Receptor (HRH1),Non-NME,No,Oral (PO),N,N,N,,N,N,,,,03/17/10,,,,,01/31/08,06/09/05,,,,06/09/05,,,N/A,,$    16.9,$    22.3,$    11.7,N/A,N/A,$    22.3,$    11.7,N/A,Q2 2018,"Endo International plc, Procter &amp; Gamble"
14327,155,20989,470,Siliq,brodalumab,Bausch Health Companies Inc.,BHC,Quebec,Canada,North America,7936757676,Autoimmune/immunology,Psoriasis,Psoriasis,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,IL-17 Receptor (IL-17R),Biologic,No,"Intravenous (IV), Subcutaneous (SQ)",N,N,N,N,N,N,,,,02/15/17,07/17/17,07/04/16,,,11/16/15,10/16/12,12/01/09,,,10/15/12,09/10/09,,100%,,N/A,N/A,N/A,N/A,N/A,$    11.1,$    33.2,$     9.5,Q1 2019,"AstraZeneca PLC, Kyowa Hakko Kirin Co., Ltd., LEO Pharma A/S"
18803,278,24716,289,Simbrinza,brinzolamide/brimonidine tartrate,Novartis AG,NVS,,Switzerland,Europe,2.10594E+11,Ophthalmology,Glaucoma,Glaucoma / Ocular Hypertension (Ophthalmology),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Alpha 2 Adrenergic Receptor^ Carbonic Anhydrase,Non-NME,No,Topical,N,N,N,N,N,N,,,,04/19/13,07/18/14,,,,06/19/12,03/09/11,,,,03/09/11,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
463,252,820,223,Simponi (SQ),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Arthritis,Axial Spondyloarthritis,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,04/24/09,10/01/09,,,,06/27/08,,,,,11/01/05,,,95%,106.8,$   959.0,$   954.0,$   980.0,$   544.0,"$  2,511.0","$  2,652.0","$  3,325.7","$  1,693.4",Q2 2019,"Bristol-Myers Squibb Company, DRI Capital Inc., Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
463,336,831,223,Simponi (SQ),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Psoriasis,Psoriatic Arthritis (PA),Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Subcutaneous (SQ),N,N,N,,N,N,,,10/01/2010 - 10/01/2010,04/24/09,10/01/09,,,,06/27/08,12/01/05,,,,12/01/05,,,95%,,$   959.0,$   954.0,$   980.0,$   544.0,"$  2,511.0","$  2,652.0","$  3,325.7","$  1,693.4",Q2 2019,"Bristol-Myers Squibb Company, DRI Capital Inc., Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
463,154,832,223,Simponi (SQ),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Arthritis,Rheumatoid Arthritis (RA),Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Subcutaneous (SQ),N,N,N,,N,N,,,,04/24/09,10/01/09,07/01/11,,,06/27/08,12/12/05,,,,12/12/05,11/16/05,,95%,748.9,$   959.0,$   954.0,$   980.0,$   544.0,"$  2,511.0","$  2,652.0","$  3,325.7","$  1,693.4",Q2 2019,"Bristol-Myers Squibb Company, DRI Capital Inc., Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
463,321,15231,223,Simponi (SQ),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Inflammatory Bowel Disease,Ulcerative Colitis (UC),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Subcutaneous (SQ),N,N,Y,N,N,N,,,,05/15/13,09/23/13,03/30/17,,,07/16/12,,,,,06/26/08,,,95%,,$   959.0,$   954.0,$   980.0,$   544.0,"$  2,511.0","$  2,652.0","$  3,325.7","$  1,693.4",Q2 2019,"Bristol-Myers Squibb Company, DRI Capital Inc., Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
20608,154,27514,223,Simponi Aria (IV),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Arthritis,Rheumatoid Arthritis (RA),Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,07/18/13,,,,,09/18/12,,,,,08/17/06,,,95%,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bristol-Myers Squibb Company, Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
20608,336,33740,223,Simponi Aria (IV),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Psoriasis,Psoriatic Arthritis (PA),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,10/20/17,,,,,12/20/16,07/02/14,,,,07/02/14,,,95%,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bristol-Myers Squibb Company, Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
20608,252,33802,223,Simponi Aria (IV),golimumab,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Autoimmune/immunology,Arthritis,Axial Spondyloarthritis,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Tumor Necrosis Factor-alpha (TNF-alpha),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,10/20/17,,,,,12/20/16,07/08/14,,,,07/08/14,,,95%,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Bristol-Myers Squibb Company, Merck &amp; Co., Inc., Mitsubishi Tanabe Pharma Corporation"
1464,236,2245,254,Singulair,montelukast sodium,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Allergy,General,Allergic Rhinitis,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,CysLT receptors,New Molecular Entity (NME),No,Oral (PO),N,N,N,,N,N,,,,12/31/02,06/26/03,,,,03/01/02,,,,,03/23/00,,,100%,,$    41.0,$    40.0,$    20.0,$    13.0,$   915.0,$   732.0,$   708.0,$   351.0,Q2 2019,"Daiichi Sankyo Co., Ltd., Kyorin Pharmaceutical Co., Ltd."
25209,152,35068,4881,SINUVA Steroid Releasing Sinus Implant,,Intersect ENT,XENT,California,United States,North America,510272875,Allergy,General,Allergy,Y,Approved,Approved,100% (Same As Avg.),Steroid,Glucocorticoid Receptor (GR),Non-NME,No,Intranasal,N,N,N,N,N,N,,,,12/08/17,,,,,03/07/17,,,,,06/23/14,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,$     2.4,$     0.9,Q1 2019,N/A
15452,455,19641,223,Sirturo,bedaquiline,Johnson & Johnson,JNJ,New Jersey,United States,North America,3.5783E+11,Infectious disease,"Antibacterial, Mycobacterial, or Fungal",Tuberculosis,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,ATP Synthase^ Tuberculosis,New Molecular Entity (NME),No,Oral (PO),Y,Y,Y,N,N,N,,,,12/31/12,03/05/14,,,,06/29/12,,,,,,08/26/05,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Global Alliance for TB Drug Development, Pharmstandard JSC"
20306,665,27047,7417,Sitavig,acyclovir,"EPI Group, LLC",,North Carolina,United States,North America,,Infectious disease,Antiviral,Herpes Simplex Virus (HSV) (Antiviral),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,DNA polymerase^ Thymidine Kinase,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,04/15/13,,,,,03/12/12,,,,,10/19/09,,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,"Bruno Farmaceutici SpA, Daewoong Pharmaceutical Company Ltd., Teva Pharmaceutical Industries Ltd., Vectans Pharma"
10979,440,13784,254,Sivextro,tedizolid phosphate,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Infectious disease,"Antibacterial, Mycobacterial, or Fungal",Skin and Skin-Structure Infections (Antibacterial),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Bacterial ribosome^ Protein synthesis,New Molecular Entity (NME),No,"Intravenous (IV), Oral (PO)",N,Y,N,N,N,Y,,,,06/20/14,03/23/15,03/23/18,,,10/22/13,08/30/10,09/22/08,01/07/08,,06/16/10,09/22/08,01/07/08,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Q3 2014,"Dong-A Socio Holdings Co., Ltd"
19513,81,25739,51,Sklice Lotion,ivermectin,Sanofi,SNY,,France,Europe,1.05588E+11,Infectious disease,"Other (I.E. Antiparasitic, Etc.)",Anti-Parasitic and Anti-Protozoal,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Glutamate-gated chloride ion channels (invertebrates),Non-NME,No,Topical,N,N,N,N,N,N,,,,02/07/12,,,,,04/07/11,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Arbor Pharmaceuticals, LLC, Kaken Pharmaceutical Company, Ltd"
21274,239,28650,59,Skyla,,Bayer AG,BAYRY,,Germany,Europe,,Endocrine,Contraception,Contraception,N,Approved,Approved,100% (Same As Avg.),Steroid,Estrogen Receptor Alpha (ER1 or ER alpha)^ Estrogen Receptor Beta (ER2 or ER beta)^ Progesterone Receptor,Non-NME,No,Intrauterine,N,N,N,,N,N,,,,01/09/13,12/05/12,,,,12/09/11,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
19926,155,26430,5,Skyrizi,risankizumab-rzaa,AbbVie Inc.,ABBV,Illinois,United States,North America,97789103418,Autoimmune/immunology,Psoriasis,Psoriasis,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,IL-23 (Interleukin-23),Biologic,No,"Intravenous (IV), Subcutaneous (SQ)",N,N,N,N,N,N,,,,04/23/19,04/30/19,03/26/19,,,04/23/18,02/29/16,02/19/14,,,02/29/16,02/19/14,04/10/12,N/A,,N/A,N/A,N/A,$    42.0,N/A,N/A,N/A,$    48.0,Q2 2019,Boehringer Ingelheim GmbH
26442,239,36888,5409,Slynd,drospirenone,Insud Pharma,,,Austria,Europe,,Endocrine,Contraception,Contraception,N,Approved,Approved,100% (Same As Avg.),Steroid,Mineralocorticoid Receptor^ Progesterone Receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,05/23/19,,,,,07/27/18,,,,,10/20/14,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38668,690,53970,818,Solaraze,diclofenac sodium,Vectura Group plc,VEC:LN,,United Kingdom,Europe,,Dermatology,General,Actinic Keratoses,N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,"Cyclooxygenases (COX-1, COX-2, and COX-3)",Non-NME,No,Topical,N,N,N,N,N,N,,,,10/16/00,,,,,10/20/98,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,$    38.7,$    17.0,Q2 2019,N/A
21473,543,28938,814,Solifenacin/Mirabegron,,"Astellas Pharma, Inc.",4503:JP,,Japan,Asia,,Urology,Other,Overactive Bladder (OAB),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta-3 adrenergic receptor (ß3 adrenoceptor)^ Muscarinic acetylcholine receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,04/27/18,,,,,06/27/17,,,,,08/01/13,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
