"Company ID","Company Name","Company Type (Public/Private)","Country","Market Cap","Currency","EBITDA Qtr","EBITDA Ann","EBITDA TTM","Total Revenue Qtr","Total Revenue Ann","Total Revenue TTM",
"2895","Satiogen Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7012","Sato Pharmaceutical Co., Ltd.","Private","United States","","","","","","","","",
"3585","Satori Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"4347","SatRx, LLC","Private","Russia","","","","","","","","",
"9076","Satsuma Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8198","Saturn BioSciences Ltd.","Private","United Kingdom","","","","","","","","",
"5619","Savant HWP, Inc.","Private","United States","","","","","","","","",
"4005","Savara Inc.","Public","United States","","","","","","","","",
"2817","Sawai Pharmaceutical Co., Ltd.","Public","United States","","","","","","","","",
"7306","Sayre Therapeutics Pvt Ltd.","Private","India","","","","","","","","",
"7262","SBI Pharmaceuticals Co. Ltd.","Private","Japan","","","","","","","","",
"3349","Scancell Holdings PLC","Public","United Kingdom","","","","","","","","",
"7069","ScarX Therapeutics Inc.","Private","Canada","","","","","","","","",
"8054","Schepens Eye Research Institute ","Private","United States","","","","","","","","",
"4837","Scholar Rock, LLC","Public","United States","","","","","","","","",
"491","SciClone Pharmaceuticals, Inc.","Public","United States","","USD","12585000","34220000","45418000","44520000","160096000","172018000",
"3514","Scil Technology GmbH","Private","Germany","","","","","","","","",
"9285","Scioto Biosciences, Inc.","Private","United States","","","","","","","","",
"8068","SCLnow Biotechnology Co., Ltd.","Private","China","","","","","","","","",
"7495","Scohia Pharma, Inc.","Private","Japan","","","","","","","","",
"7543","scPharmaceuticals, Inc.","Public","United States","117369048","USD","-5757000","-23419000","-30975000","0","0","0",
"2725","Scynexis, Inc.","Public","United States","52768840","USD","-6183000","-25755000","-27796000","64000","257000","257000",
"8383","Scythian Biosciences Corp.","Public","Canada","","","","","","","","",
"8871","Seal Rock Therapeutics, Inc.","Private","United States","","","","","","","","",
"8335","Searchlight Pharma Inc.","Private","Canada","","","","","","","","",
"2562","Seaside Therapeutics LLC","Private","United States","","","","","","","","",
"351","Seattle Genetics, Inc.","Public","United States","12217529795","USD","-41235000","-171035000","-189318000","169424000","482250000","609792000",
"7245","Sebela Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"5084","Second Genome, Inc.","Private","United States","","","","","","","","",
"9278","Secura Bio, Inc.","Private","United States","","","","","","","","",
"9205","Sedor Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"3009","Seelos Therapeutics, Inc.","Public","United States","","","","","","","","",
"426","Seikagaku Corporation","Public","Japan","","","","","","","","",
"3485","Selecta Biosciences, Inc.","Public","United States","40605923","USD","-15746000","-62801000","-68896000","0","207000","17000",
"9193","selectION, Inc.","Private","United States","","","","","","","","",
"8583","Selenity Therapeutics","Private","United States","","","","","","","","",
"5266","SELLAS Life Sciences Group, Inc.","Public","United States","","","","","","","","",
"5269","Selten Pharma, Inc.","Private","United States","","","","","","","","",
"6958","Selvita S.A.","Public","Poland","","","","","","","","",
"7868","Sementis Ltd.","Private","Australia","","","","","","","","",
"5205","Semma Therapeutics","Private","United States","","","","","","","","",
"3799","Senexis Ltd.","Private","United Kingdom","","","","","","","","",
"4743","Senhwa Biosciences, Inc.","Public","Taiwan","","","","","","","","",
"697","Senju Pharmaceutical Co., Ltd.","Private","Japan","","","","","","","","",
"4988","Sensei Biotherapeutics, Inc.","Private","United States","","","","","","","","",
"7634","Sensidose AB","Private","Sweden","","","","","","","","",
"3889","Sensorion S.A.","Public","France","","","","","","","","",
"6588","Sensulin, LLC","Private","United States","","","","","","","","",
"6983","Sentien Biotechnologies, Inc.","Private","United States","","","","","","","","",
"4960","Sentinel Oncology Limited","Private","United Kingdom","","","","","","","","",
"4182","Seoul Pharma Co., Ltd.","Public","Korea (South)","","","","","","","","",
"2796","Sequel Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"989","Sequella, Inc.","Private","United States","","","","","","","","",
"7962","Sequential Medicine Ltd.","Private","United States","","","","","","","","",
"8876","Seraxis Inc.","Private","United States","","","","","","","","",
"2736","Serenity Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"9188","Serentis Ltd.","Private","United Kingdom","","","","","","","","",
"4549","Seres Therapeutics, Inc.","Public","United States","149124067","USD","-20237000","-84136000","-100616000","9055000","32100000","20694000",
"4062","Serina Therapeutics, Inc.","Private","United States","","","","","","","","",
"5090","Sermonix Pharmaceuticals LLC","Private","United States","","","","","","","","",
"6303","Sernova Corporation","Public","Canada","","","","","","","","",
"2987","Serodus ASA","Private","Norway","","","","","","","","",
"3701","Serometrix LLC","Private","United States","","","","","","","","",
"4511","Serpin Pharma LLC","Private","United States","","","","","","","","",
"8119","Serum Institute of India Pvt. Ltd.","Private","India","","","","","","","","",
"3686","Sesen Bio, Inc.","Public","United States","","","","","","","","",
"9227","Seurat Therapeutics, Inc.","Private","United States","","","","","","","","",
"9212","Seven and Eight Biopharmaceuticals Inc.","Private","United States","","","","","","","","",
"9274","SFA Therapeutics, LLC","Private","United States","","","","","","","","",
"3405","SFJ Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3975","Shafayab Gostar, Ltd.","Private","Iran","","","","","","","","",
"7108","SHAL Technologies Inc.","Private","United States","","","","","","","","",
"8311","Shanghai Advanced Research Institute (SARI)","Private","China","","","","","","","","",
"8651","Shanghai Biomabs Pharmaceutical Co., Ltd.","Private","China","","","","","","","","",
"4390","Shanghai Fosun Pharmaceutical Group Co., Ltd.","Public","China","","","","","","","","",
"3747","Shanghai Green Valley Pharmaceutical Co., Ltd","Private","China","","","","","","","","",
"5557","Shanghai Henlius Biotech Co. Ltd.","Private","China","","","","","","","","",
"4433","Shanghai Institute of Materia Medica Chinese Academy of Sciences","Private","China","","","","","","","","",
"3789","Shanghai Jia Fu Medical Apparatus, Inc.","Private","China","","","","","","","","",
"9126","Shanghai Jikai Gene Chemical Technology Co., Ltd.","Private","China","","","","","","","","",
"9167","Shanghai Junshi Biosciences Co., Ltd.","Public","China","","","","","","","","",
"5512","Shanghai Pharma Group","Private","China","","","","","","","","",
"8087","Shanghai Sinobioway Sunterra Biotechnology","Private","China","","","","","","","","",
"8818","Shanghai Youkadi Biomedical Technology Co., Ltd.","Private","China","","","","","","","","",
"3887","Sheldonco Ltd.","Public","Israel","","","","","","","","",
"4480","Shenogen Pharma Group Ltd.","Private","China","","","","","","","","",
"8844","Shenox Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"3764","Shenzhen Beike Biotechnology Co., Ltd.","Private","China","","","","","","","","",
"8027","Shenzhen BioScien Pharmaceuticals Co., Ltd.","Private","China","","","","","","","","",
"4599","Shenzhen Chipscreen Biosciences Ltd.","Private","China","","","","","","","","",
"5257","Shenzhen Hepalink Pharmaceutical Group Co., Ltd.","Public","China","","","","","","","","",
"7977","Shenzhen HighTide Biopharmaceutical Ltd","Private","Australia","","","","","","","","",
"5375","Shenzhen Main Luck Pharmaceuticals Inc.","Private","China","","","","","","","","",
"7935","Shenzhen Techdow Pharmaceutical Co., Ltd","Private","China","","","","","","","","",
"3598","Shield Therapeutics plc","Public","United Kingdom","","","","","","","","",
"6631","Shijiazhuang Yiling Pharmaceutical Co.,Ltd","Public","China","","","","","","","","",
"4449","Shin Nippon Biomedical Laboratories, Ltd.","Private","Japan","","","","","","","","",
"3578","Shin Poong Pharmaceutical Co., Ltd.","Public","Korea (South)","","","","","","","","",
"618","Shionogi & Co. Ltd.","Public","Japan","","","","","","","","",
"5127","Shiseido Co., Ltd.","Public","Japan","","","","","","","","",
"3402","Shiva Biomedical, LLC","Private","United States","","","","","","","","",
"7885","Siamab Therapeutics, Inc.","Private","United States","","","","","","","","",
"8667","Sichuan Kelun Pharmaceutical Co Ltd.","Public","China","","","","","","","","",
"5463","Sideris Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"1253","Siemens AG","Public","Germany","","","","","","","","",
"2868","Siena Biotech S.p.A.","Private","Italy","","","","","","","","",
"6859","Sienna Biopharmaceuticals, Inc.","Public","United States","","","","","","","","",
"2923","Sierra Oncology, Inc.","Public","Canada","30861875","USD","-16025000","-42361000","-51458000","0","0","0",
"891","SIGA Technologies, Inc.","Public","United States","396030740","USD","368899859","-18716980","355845487","471075324","12268960","476896833",
"7724","Sigilon Therapeutics, Inc.","Private","United States","","","","","","","","",
"3871","Sign Path Pharma","Private","United States","","","","","","","","",
"8268","SignalRx Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"4208","Signum Biosciences, Inc.","Private","United States","","","","","","","","",
"3677","Signum Dermalogix ","Private","United States","","","","","","","","",
"3605","Sihuan Pharmaceutical Holdings Group Ltd.","Public","China","","","","","","","","",
"2372","Silence Therapeutics plc","Public","United Kingdom","","","","","","","","",
"4750","Silenseed Ltd.","Private","Israel","","","","","","","","",
"2915","SillaJen Biotherapeutics, Inc.","Private","United States","","","","","","","","",
"8153","Silver Creek Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8718","Silverback Therapeutics, Inc.","Private","United States","","","","","","","","",
"3769","Simcere Pharmaceutical Group","Public","China","","CNY","0","26956000","","0","334328000","",
"445","Sinclair Pharma, plc.","Public","United Kingdom","","","","","","","","",
"6129","Sinergium Biotech","Private","Argentina","","","","","","","","",
"4972","Sinopharm Group Co. Ltd.","Public","China","","","","","","","","",
"4821","Sinotau Pharmaceuticals Group","Private","China","","","","","","","","",
"1379","Sinovac Biotech Ltd.","Public","China","","USD","0","50340000","","0","174346000","",
"4718","Sinoxa Pharma GmbH","Private","Germany","","","","","","","","",
"8710","Sintetica SA","Private","Switzerland","","","","","","","","",
"9049","Sirion Biotech GmbH","Private","Germany","","","","","","","","",
"2100","Sirion Holdings, Inc.","Private","United States","","","","","","","","",
"5030","Sirnaomics, Inc.","Private","United States","","","","","","","","",
"3592","Sirona Biochem Corp.","Public","Canada","","","","","","","","",
"4451","SironRX Therapeutics, Inc.","Private","United States","","","","","","","","",
"8727","SiteOne Therapeutics, Inc.","Private","United States","","","","","","","","",
"7576","Sitka Biopharma Inc.","Private","Canada","","","","","","","","",
"3326","SK Biopharmaceuticals Co., Ltd.","Private","Korea (South)","","","","","","","","",
"3744","SK Chemicals Co., Ltd. ","Public","Korea (South)","","","","","","","","",
"4448","Skingenix, Inc.","Private","United States","","","","","","","","",
"707","SKion GmbH","Private","Germany","","","","","","","","",
"8474","Skyhawk Therapeutics, Inc.","Private","United States","","","","","","","","",
"7966","Slán Medicinal Holdings Limited","Private","Ireland","","","","","","","","",
"1254","Smith & Nephew plc","Public","United Kingdom","20939554061","USD","0","1381000000","","0","4765000000","",
"8889","Snap Bio, Inc.","Private","United States","","","","","","","","",
"9105","SNIPR Biome ApS","Private","Denmark","","","","","","","","",
"5445","Societa Industria Farmaceutica Italiana S.p.A.","Private","Italy","","","","","","","","",
"4175","Societa Prodotti Antibiotici S.p.A.","Private","Italy","","","","","","","","",
"4094","SOHO Group","Private","Indonesia","","","","","","","","",
"3709","Soin Neuroscience","Private","United States","","","","","","","","",
"9052","Sojournix Inc.","Private","United States","","","","","","","","",
"4905","SolaranRx, Inc","Private","United States","","","","","","","","",
"2485","Solasia Pharma K.K.","Public","Japan","","","","","","","","",
"5742","Soleno Therapeutics, Inc.","Public","United States","38904962","USD","-3388000","-10560044","-13910000","0","0","0",
"5553","Sol-Gel Technologies Ltd.","Public","Israel","","","","","","","","",
"5473","Solid Biosciences Inc.","Public","United States","","","","","","","","",
"143","Soligenix, Inc.","Public","United States","18920637","USD","-1907581","-7525236","-8426829","1381353","5432472","5515221",
"2910","Solon Eiendom ASA","Public","Norway","","","","","","","","",
"4471","SOM Biotech S.L.","Private","Spain","","","","","","","","",
"2918","Somnus Therapeutics, Inc.","Private","United States","","","","","","","","",
"3743","Sonexa Therapeutics, Inc.","Private","United States","","","","","","","","",
"8607","Sonnet BioTherapeutics, Inc","Private","United States","","","","","","","","",
"927","Sopherion Therapeutics, Inc.","Private","United States","","","","","","","","",
"917","Sophiris Bio, Inc.","Public","United States","29204807","USD","-2947000","-11737000","-15408000","0","0","0",
"3289","Sorbent Therapeutics, Inc.","Private","United States","","","","","","","","",
"3674","Soricimed Biopharma Inc.","Private","Canada","","","","","","","","",
"3533","Sorrento Therapeutics, Inc.","Public","United States","256774280","USD","-43527000","32891000","-132965000","4105000","151856000","34671000",
"626","Sosei Co., Ltd","Public","Japan","","","","","","","","",
"3867","SOTIO Group","Private","Czech Republic","","","","","","","","",
"3382","Sound Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3808","Southern Illinois University Edwardsville","Private","United States","","","","","","","","",
"4589","Spark Therapeutics, Inc.","Public","United States","3804154451","USD","-50050000","-253657497","-191885000","10707000","12065644","58977000",
"5705","Specialised Therapeutics Asia Pte Ltd","Private","Singapore","","","","","","","","",
"3838","Specialised Therapeutics Australia Pty, Ltd.","Private","Australia","","","","","","","","",
"270","Spectrum Pharmaceuticals, Inc.","Public","United States","829647921","USD","-21963000","-68121000","-101427000","25268000","128367000","108500000",
"3219","SpePharm B.V.","Private","Netherlands","","","","","","","","",
"4702","Spero Therapeutics, Inc.","Public","United States","175691134","USD","-10854000","-41367000","-45353000","658000","1979000","3267000",
"2759","Spherix Incorporated","Public","United States","","","","","","","","",
"8337","SpinalCyte, LLC","Private","United States","","","","","","","","",
"6170","SpineThera","Private","United States","","","","","","","","",
"4128","Spirit Healthcare Ltd.","Private","United Kingdom","","","","","","","","",
"7273","Splash Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"5456","Spotlight Innovation Inc.","Public","United States","711666","USD","-586922","-3752693","-2569932","2232","2226","18916",
"4142","Spring Bank Pharmaceuticals, Inc.","Public","United States","62448318","USD","-7608000","-21095000","-27923000","0","0","0",
"7840","SpringWorks Therapeutics, Inc.","Private","United States","","","","","","","","",
"7928","Sprint Bioscience AB","Public","Sweden","","","","","","","","",
"3870","Sprout Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7745","Spruce Biosciences, Inc.","Private","United States","","","","","","","","",
"5297","Spyryx Biosciences, Inc.","Private","United States","","","","","","","","",
"8430","SQZ Biotech","Private","United States","","","","","","","","",
"4514","SRI International","Private","United States","","","","","","","","",
"3502","St. Jude Children's Research Hospital","Private","United States","","","","","","","","",
"8412","Stabilitech Biopharma Ltd.","Private","United Kingdom","","","","","","","","",
"4645","STADA Arzneimittel AG","Public","Germany","","","","","","","","",
"7431","Stainwei Biotech, Inc.","Private","China","","","","","","","","",
"2906","Stallergenes SAS","Public","France","","","","","","","","",
"4486","Standard Chemical & Pharmaceutical Company, Ltd.","Public","Taiwan","","","","","","","","",
"6955","Stanford University","Private","United States","","","","","","","","",
"3669","Starpharma Holdings Limited","Public","Australia","0","","","","","","","",
"2839","Stason Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7173","Staten Biotechnology B.V.","Private","Netherlands","","","","","","","","",
"4505","Statens Serum Institut","Private","Denmark","","","","","","","","",
"5496","STC Biologics","Private","United States","","","","","","","","",
"3274","Stealth BioTherapeutics Inc.","Public","United States","","","","","","","","",
"5681","Steba Biotech Ltd.","Private","Luxembourg","","","","","","","","",
"9001","Stem Cell Medicine Ltd.","Private","Israel","","","","","","","","",
"3232","Stemedica Cell Technologies, Inc.","Private","United States","","","","","","","","",
"4829","StemGen S.p.A.","Private","Italy","","","","","","","","",
"6659","StemImmune, LLC","Private","United States","","","","","","","","",
"5483","Steminent Biotherapeutics Inc.","Private","Taiwan","","","","","","","","",
"3220","Stemline Therapeutics, Inc.","Public","United States","389240494","USD","-21439851","-68403368","-81281482","0","898199","500000",
"7613","StemMed, Ltd.","Private","United States","","","","","","","","",
"3608","Stempeutics Research Pvt. Ltd.","Private","India","","","","","","","","",
"9116","StemRIM Inc.","Private","Japan","","","","","","","","",
"8231","StemSynergy Therapeutics, Inc.","Private","United States","","","","","","","","",
"5305","Sterna Biologicals GmbH & Co. KG","Private","Germany","","","","","","","","",
"8671","STERO Biotechs, Ltd.","Private","Israel","","","","","","","","",
"8225","Stimunity SAS","Private","France","","","","","","","","",
"5645","Stocosil Inc.","Private","United States","","","","","","","","",
"8805","Stoke Therapeutics, Inc.","Public","United States","","","","","","","","",
"9162","Strata Oncology, Inc.","Private","United States","","","","","","","","",
"5245","Strategia Therapeutics, Inc.","Private","United States","","","","","","","","",
"8176","Strategic Science & Technologies LLC","Private","United States","","","","","","","","",
"7512","Strekin AG","Private","Switzerland","","","","","","","","",
"9133","StrideBio, Inc.","Private","United States","","","","","","","","",
"5406","Strides Pharma Science Limited","Public","India","","","","","","","","",
"3530","Stromacel, Inc.","Public","United States","55373","USD","-663196","-930092","-3405327","0","26004","26004",
"5262","Strongbridge Biopharma plc","Public","United States","114187816","USD","-22426000","-68228000","-65677000","5347000","7046000","16497000",
"4662","Strox Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"6610","StrykaGen","Private","United States","","","","","","","","",
"5426","SUDA Pharmaceuticals Ltd.","Public","Australia","","","","","","","","",
"7307","Sumagen Co Ltd","Private","Korea (South)","","","","","","","","",
"686","Sumitomo Dainippon Pharma Co., Ltd.","Public","Japan","","","","","","","","",
"966","Summit Pharmaceuticals International","Private","Japan","","","","","","","","",
"2757","Summit Therapeutics plc","Public","United Kingdom","18538033","GBP","0","-17888000","","0","40022000","",
"4813","Sun BioPharma Inc.","Public","United States","20242376","USD","-917000","-4573000","-2938000","0","0","0",
"6343","Sun Pharma Advanced Research Company Ltd.","Public","India","","","","","","","","",
"3285","Sun Pharmaceutical Industries Ltd.","Public","India","","","","","","","","",
"4667","Sun Yat-Sen University","Private","China","","","","","","","","",
"843","Sunesis Pharmaceuticals, Inc.","Public","United States","28780882","USD","-6227000","-34141000","-26180000","0","669000","237000",
"3655","Sunshine Biopharma Inc.","Public","Canada","","USD","-252898","-850561","-1134548","136939","0","335357",
"2995","Supernus Pharmaceuticals, Inc.","Public","United States","1365475749","USD","43114000","107160000","151980000","102996000","302238000","381398000",
"8531","SupremeCure Pharma, Inc.","Private","Taiwan","","","","","","","","",
"7488","Surface Oncology, Inc.","Public","United States","","","","","","","","",
"7918","Surface Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8112","SurgiMab SAS","Private","France","","","","","","","","",
"4838","Sutro Biopharma Inc.","Public","United States","","","","","","","","",
"7797","SutroVax, Inc.","Private","United States","","","","","","","","",
"2329","Suven Life Sciences Ltd","Public","India","","","","","","","","",
"7049","Suzhou Connect Biopharmaceuticals, Ltd.","Private","China","","","","","","","","",
"8730","Suzhou Kintor Pharmaceutical Inc.","Private","China","","","","","","","","",
"9004","Suzhou Ribo Life Science Co, Ltd.","Private","China","","","","","","","","",
"465","Swedish Orphan Biovitrum AB","Public","Sweden","","","","","","","","",
"8199","Swenora Biotech AB","Private","Sweden","","","","","","","","",
"4221","SWK Holdings Corporation","Public","United States","130687660","USD","-6536000","22950000","3629000","5884000","37486000","30534000",
"6201","Sydys Corporation, Inc.","Public","United States","","USD","0","0","0","699","146167","13397",
"3511","SYGNIS Pharma AG","Public","Germany","","","","","","","","",
"3481","Sylentis, S.A.","Public","Spain","","","","","","","","",
"2042","SymBio Pharmaceuticals Ltd.","Public","Japan","","","","","","","","",
"6525","Symbiotix Biotherapies, Inc.","Private","United States","","","","","","","","",
"5670","Symic Bio, Inc.","Private","United States","","","","","","","","",
"2588","Symphogen A/S","Private","Denmark","","","","","","","","",
"802","Symphony Capital LLC","Private","United States","","","","","","","","",
"4326","Symplmed Pharmaceuticals LLC","Private","United States","","","","","","","","",
"9014","Synaffix B.V.","Private","Netherlands","","","","","","","","",
"7744","SynAgile Corporation","Private","United States","","","","","","","","",
"3680","Synairgen plc","Public","United Kingdom","","","","","","","","",
"4202","SynBio","Private","Russia","","","","","","","","",
"4010","Synchroneuron, Inc.","Private","United States","","","","","","","","",
"4286","SynCore Biotechnology Co., Ltd","Private","Taiwan","","","","","","","","",
"2641","Syndax Pharmaceuticals, Inc.","Public","United States","","","","","","","","",
"6125","SynDevRx, Inc. ","Private","United States","","","","","","","","",
"5067","SynerGene Therapeutics, Inc.","Private","United States","","","","","","","","",
"1343","Syneron Medical Ltd.","Private","United States","","USD","0","12322000","","0","298102000","",
"6139","Synlogic, Inc.","Public","United States","","USD","-10937000","-38514000","-47665000","1801000","2444000","2520000",
"5466","Synmosa Biopharma Corporation","Public","Taiwan","","","","","","","","",
"7615","Synspira LLC","Private","United States","","","","","","","","",
"1252","Synthetic Biologics, Inc.","Public","United States","5416513","USD","-4254000","-26006000","-19816000","0","0","0",
"3750","Synthon Biopharmaceuticals, Inc.","Private","Netherlands","","","","","","","","",
"7644","Synthonics, Inc.","Private","United States","","","","","","","","",
"8873","Synthorx, Inc.","Public","United States","","","","","","","","",
"7721","Syntrix Biosystems, Inc.","Private","United States","","","","","","","","",
"631","Synvista Therapeutics, Inc.","Public","United States","","USD","-2925054","-3435361","-10962698","772","51066","54729",
"6243","Syros Pharmaceuticals","Public","United States","364479361","USD","-16131000","-53261000","-60056000","412000","1101000","1157000",
"8127","SYZ Cell Therapy Co.","Private","Hong Kong","","","","","","","","",
"1969","t2cure GmbH","Private","Germany","","","","","","","","",
"4312","T3D Therapeutics Inc.","Private","United States","","","","","","","","",
"4803","Tactical Therapeutics, Inc.","Private","United States","","","","","","","","",
"7769","Tactiva Therapeutics LLC","Private","United States","","","","","","","","",
"7318","taiba Healthcare","Private","Oman","","","","","","","","",
"3763","taiba-ME","Private","United Arab Emirates","","","","","","","","",
"7008","Taiga Biotechnologies Inc.","Private","United States","","","","","","","","",
"3396","TaiGen Biotechnology Co., Ltd.","Private","Taiwan","","","","","","","","",
"1384","TaiMed Biologics","Public","Taiwan","","","","","","","","",
"409","Taisho Pharmaceutical Co., Ltd.","Public","Japan","","","","","","","","",
"3863","Taiwan Biotech Co., Ltd.","Private","Taiwan","","","","","","","","",
"4916","Taiwan Liposome Company, Ltd.","Public","Taiwan","","","","","","","","",
"8465","Taiwan Specialty Pharma Corp.","Private","Taiwan","","","","","","","","",
"8809","TaiwanJ Pharmaceuticals Co., Ltd.","Private","Taiwan","","","","","","","","",
"3004","Takara Bio Inc.","Public","Japan","","","","","","","","",
"3624","Takata Seiyaku Co. Ltd.","Private","Japan","","","","","","","","",
"826","Takeda Pharmaceutical Company Ltd","Public","Japan","","","","","","","","",
"4414","Talaris Therapeutics, Inc.","Private","United States","","","","","","","","",
"768","Tamir Biotechnology, Inc.","Public","United States","","USD","-342604","1105684","310408","0","500000","500000",
"8830","Tango Therapeutics","Private","United States","","","","","","","","",
"8357","Tanvex BioPharma, Inc.","Public","Taiwan","","","","","","","","",
"800","Tapestry Pharmaceuticals, Inc.","Public","United States","","USD","-6216000","-16998000","-21948000","0","0","0",
"6357","Targazyme, Inc.","Private","United States","","","","","","","","",
"963","Targepeutics, Inc.","Private","United States","","","","","","","","",
"3386","Targovax AS","Public","Norway","","","","","","","","",
"5873","TARIS Biomedical LLC","Private","United States","","","","","","","","",
"4239","Taro Pharmaceutical Industries Ltd.","Public","Israel","3071009143","USD","0","319506000","","0","661913000","",
"6978","Tarrex Biopharma Ltd.","Private","United States","","","","","","","","",
"4047","Tarveda Therapeutics, Inc.","Private","United States","","","","","","","","",
"6709","Tasly Pharmaceutical Group Co. Ltd.","Public","China","","","","","","","","",
"9153","Tau Bio-Logic Corporation","Private","United States","","","","","","","","",
"4761","TauMark","Private","United States","","","","","","","","",
"4540","Taurus Pharma GmbH","Private","Germany","","","","","","","","",
"2309","TauRx Therapeutics Ltd.","Private","Singapore","","","","","","","","",
"3848","TauTaTis, Inc.","Private","United States","","","","","","","","",
"5329","Taxis Pharmaceuticals","Private","United States","","","","","","","","",
"2682","Taxolog, Inc.","Private","United States","","","","","","","","",
"457","TBG Diagnostics Limited","Public","Australia","762937","AUD","0","0","","0","2646458","",
"8022","TC BioPharm Limited","Private","Scotland","","","","","","","","",
"3252","TCA Cellular Therapy, LLC","Private","United States","","","","","","","","",
"4380","TCM Biotech International Corp","Public","Taiwan","","","","","","","","",
"7710","TCR<sup>2</sup> Therapeutics, Inc.","Public","United States","","","","","","","","",
"3454","TD Vaccines A/S","Private","Denmark","","","","","","","","",
"7720","TearSolutions, Inc.","Private","United States","","","","","","","","",
"4591","TeaRx","Private","Russia","","","","","","","","",
"7364","Techfields Pharma Co. Ltd","Private","United States","","","","","","","","",
"7963","Technomark Life Sciences","Private","United States","","","","","","","","",
"5646","Teclison Ltd.","Private","United States","","","","","","","","",
"677","Tecnofarma International Ltd. ","Public","Uruguay","","","","","","","","",
"7753","Teijin Medical Technologies Co., Ltd.","Private","Japan","","","","","","","","",
"372","Teijin Pharma Limited","Public","Japan","","","","","","","","",
"1233","Teikoku Seiyaku","Private","Japan","","","","","","","","",
"1202","Teleflex, Inc.","Public","United States","16458840032","USD","135241000","532617000","503413000","609672000","2146303000","2401874000",
"5206","Telesso Technologies Ltd. ","Public","Australia","","","","","","","","",
"5523","Teligent, Inc.","Public","United States","","","","","","","","",
"7000","Telix Pharmaceuticals Limited","Public","Australia","","","","","","","","",
"4696","Telormedix SA","Private","Switzerland","","","","","","","","",
"9059","Tempest Therapeutics Inc.","Private","United States","","","","","","","","",
"2916","Tenax Therapeutics, Inc.","Public","United States","1831870","USD","-1549377","-9004764","-5925883","0","0","0",
"8594","Teneobio, Inc.","Private","United States","","","","","","","","",
"2777","TenX Biopharma, Inc.","Private","United States","","","","","","","","",
"8322","Terns Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"7142","TerSera Therapeutics LLC","Private","United States","","","","","","","","",
"4506","Terumo Corporation","Public","Japan","","","","","","","","",
"3546","Tesa SE","Private","Germany","","","","","","","","",
"4839","TesoRx Pharma, LLC. ","Private","United States","","","","","","","","",
"5544","Tessa Therapeutics Pte Ltd","Private","Singapore","","","","","","","","",
"8347","Tetherex Pharmaceuticals Corporation","Private","United States","","","","","","","","",
"7103","Tetra Bio-Pharma Inc.","Public","Canada","","","","","","","","",
"5636","Tetra Discovery Partners LLC","Private","United States","","","","","","","","",
"4155","TetraGene LLC","Private","United States","","","","","","","","",
"2898","TetraLogic Pharmaceuticals","Public","United States","1981526","USD","-9214706","-44803033","-36373921","0","0","0",
"2854","Tetraphase Pharmaceuticals, Inc.","Public","United States","13679920","USD","-19875000","-115284000","-75238000","1151000","9666000","17148000",
"375","Teva Pharmaceutical Industries Ltd.","Public","Israel","7181915673","USD","490000000","-15372000000","-9502000000","4529000000","22385000000","19693000000",
"763","TG Therapeutics, Inc.","Public","United States","498212610","USD","-34347000","-118568076","-151244000","38000","152381","152000",
"5407","The Agency for Science, Technology and Research","Private","Singapore","","","","","","","","",
"5033","The California Institute for Biomedical Research","Private","United States","","","","","","","","",
"5783","The Cooper Companies, Inc.","Public","United States","","USD","-653567","3213494","2079842","35841984","139028963","144069797",
"7322","The German Cancer Research Center","Public","Germany","","","","","","","","",
"248","The Medicines Company","Public","United States","2587392025","USD","-41296000","-616254000","-292420000","-3300000","44789000","14733000",
"633","The Menarini Group","Private","Italy","","","","","","","","",
"4393","The Scripps Research Institute","Private","United States","","","","","","","","",
"7331","The University of Florida Research Foundation","Private","United States","","","","","","","","",
"8859","The University of Texas System","Private","United States","","","","","","","","",
"5146","Themis Bioscience GmbH","Private","Austria","","","","","","","","",
"6216","Themis Medicare Ltd","Public","India","","","","","","","","",
"6158","Thera Neuropharma","Private","United States","","","","","","","","",
"2572","Therabel Pharma N.V.","Private","Netherlands","","","","","","","","",
"4620","Therabron Therapeutics, Inc.","Private","United States","","","","","","","","",
"7317","TherAchon AG","Private","Switzerland","","","","","","","","",
"3434","Theraclone Sciences, Inc.","Private","United States","","","","","","","","",
"2826","Theracos, Inc.","Private","United States","","","","","","","","",
