Company ID,Company Name,Symbol,Company Type (Public/Private),Company Group,Country,Market Cap,Currency,Number of Employees Qtr,Number of Employees Ann,Number of Employees TTM
7580,"Theragene Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7584,GigaGen Inc.,,Private,Biotech Industry,United States,,,,,
7585,Cellular Therapeutics Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7587,"BlackThorn Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7592,"Collaborative Medicinal Development, LLC",,Private,Biotech Industry,United States,,,,,
7593,"IGF Oncology, LLC",,Private,Biotech Industry,United States,,,,,
7594,"TTC Oncology, LLC",,Private,Biotech Industry,United States,,,,,
7595,"Adare Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7597,RhoVac ApS,,Private,Biotech Industry,Denmark,,,,,
7601,BioTech Holdings,,Private,Biotech Industry,United States,,,,,
7603,Medinova AG,,Private,Biotech Industry,Switzerland,,,,,
7606,Marius Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
7607,"Novita Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7611,BenevolentAI,,Private,Biotech Industry,United Kingdom,,,,,
7612,"AmDerma Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
7613,"StemMed, Ltd.",,Private,Biotech Industry,United States,,,,,
7614,"Innovate Biopharmaceuticals, Inc.",INNT,Public,Biotech Industry,United States,22984408,USD,0,5,0
7615,Synspira LLC,,Private,Biotech Industry,United States,,,,,
7616,"Kolon Life Science, Inc.",102940,Public,Biotech Industry,Korea (South),,,,,
7617,AYUMI Pharmaceutical Corporation,,Private,Biotech Industry,Japan,,,,,
7618,"Actinobac Biomed, Inc.",,Private,Biotech Industry,United States,,,,,
7619,PureTech Health plc,PTCHF,Public,Biotech Industry,United States,,,,,
7620,Vect-Horus S.A.S.,,Private,Biotech Industry,France,,,,,
7622,"NeoMed, Inc.",,Private,Biotech Industry,United States,,,,,
7627,CZ BioMed Corporation,,Private,Biotech Industry,United States,,,,,
7634,Sensidose AB,,Private,Biotech Industry,Sweden,,,,,
7635,LobSor Pharmaceuticals AB,,Private,Biotech Industry,Sweden,,,,,
7638,"PepVax, Inc.",,Private,Biotech Industry,United States,,,,,
7640,Cardiora Pty. Ltd.,,Private,Biotech Industry,Australia,,,,,
7644,"Synthonics, Inc.",,Private,Biotech Industry,United States,,,,,
7646,"Atea Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7647,Numedicus Limited,,Private,Biotech Industry,United Kingdom,,,,,
7652,"Fusion Pharma, LLC",,Private,Biotech Industry,Russia,,,,,
7660,"Tioma Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7664,Mission Therapeutics Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7665,Vectans Pharma,,Private,Biotech Industry,France,,,,,
7666,CerSci Therapeutics,,Private,Biotech Industry,United States,,,,,
7667,Veru Inc.,VERU,Public,Biotech Industry,United States,125235626,USD,171,171,
7670,"Bolder BioTechnology, Inc.",,Private,Biotech Industry,United States,,,,,
7671,"Oxeia Biopharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7672,"Chondrial Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7674,"AXIM Biotechnologies, Inc.",AXIM,Public,Biotech Industry,United States,38468878,USD,0,6,0
7681,Cheplapharm Arzneimittel GmbH,,Private,Biotech Industry,Germany,,,,,
7682,Lion TCR Pte Ltd,,Private,Biotech Industry,Singapore,,,,,
7683,"Polaryx Therapeutics, Inc",,Private,Biotech Industry,United States,,,,,
7685,NeuClone Pty Ltd.,,Private,Biotech Industry,Australia,,,,,
7686,MeiraGTx Holdings plc,MGTX,Public,Biotech Industry,United States,589908053,USD,0,0,0
7688,Harpoon Therapeutics,HARP,Public,Biotech Industry,United States,,,,,
7691,Cycle Pharmaceuticals Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7694,"CureLab Oncology, Inc.",,Private,Biotech Industry,United States,,,,,
7701,Tzamal Medical Ltd.,,Private,Biotech Industry,Israel,,,,,
7703,"Mid-Atlantic BioTherapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7705,EryDel SpA,,Private,Biotech Industry,Italy,,,,,
7708,EnGeneIC Pty Limited,,Private,Biotech Industry,Australia,,,,,
7710,"TCR<sup>2</sup> Therapeutics, Inc.",TCRR,Public,Biotech Industry,United States,,,,,
7712,"Quartet Medicine, Inc.",,Private,Biotech Industry,United States,,,,,
7713,Antengene Corporation,,Private,Biotech Industry,China,,,,,
7715,"Arcus Biosciences, Inc.",RCUS,Public,Biotech Industry,United States,,,,,
7719,"Cho Pharma, Inc.",,Private,Biotech Industry,Taiwan,,,,,
7720,"TearSolutions, Inc.",,Private,Biotech Industry,United States,,,,,
7721,"Syntrix Biosystems, Inc.",,Private,Biotech Industry,United States,,,,,
7722,"Nohla Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7724,"Sigilon Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7728,Recardio Inc.,,Private,Biotech Industry,United States,,,,,
7729,3B Pharmaceuticals GmbH,,Private,Biotech Industry,Germany,,,,,
7730,"Krystal Biotech, Inc.",KRYS,Public,Biotech Industry,United States,584803965,USD,0,12,0
7731,"Encore Dermatology, Inc.",,Private,Biotech Industry,United States,,,,,
7732,"Allovir, Inc.",,Private,Biotech Industry,United States,,,,,
7733,"RenovoRx, Inc.",,Private,Biotech Industry,United States,,,,,
7735,"Grid Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
7738,Adenium Biotech ApS,,Private,Biotech Industry,Denmark,,,,,
7740,"EpiThany, Inc.",,Private,Biotech Industry,United States,,,,,
7741,RSPR Pharma AB,,Private,Biotech Industry,Sweden,,,,,
7742,Theragnostics Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7744,SynAgile Corporation,,Private,Biotech Industry,United States,,,,,
7745,"Spruce Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
7746,Macrophage Pharma Limited,,Private,Biotech Industry,United Kingdom,,,,,
7747,iPharma Limited,,Private,Biotech Industry,Hong Kong,,,,,
7749,"Lumosa Therapeutics Co., Ltd.",6535.TWO,Public,Biotech Industry,Taiwan,,,,,
7750,"AMED Co., Ltd.",,Private,Biotech Industry,Taiwan,,,,,
7751,Haike Chemical Group Ltd.,,Public,Biotech Industry,China,,,,,
7752,"Persimmune, Inc.",,Private,Biotech Industry,United States,,,,,
7753,"Teijin Medical Technologies Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
7755,"Angiex, Inc.",,Private,Biotech Industry,United States,,,,,
7756,"BioIntegrator, LLC",,Private,Biotech Industry,Russia,,,,,
7757,Complix NV,,Private,Biotech Industry,Belgium,,,,,
7758,"Akeso Biopharma, Inc.",,Private,Biotech Industry,China,,,,,
7761,ImevaX GmbH,,Private,Biotech Industry,Germany,,,,,
7762,"Immunic, Inc.",IMUX,Public,Biotech Industry,Germany,,USD,0,97,0
7763,GamaMabs Pharma SA,,Private,Biotech Industry,France,,,,,
7764,IO Biotech ApS,,Private,Biotech Industry,Denmark,,,,,
7765,Iterum Therapeutics Limited,ITRM,Public,Biotech Industry,Ireland,,,,,
7766,"Torque Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7767,Minervax ApS,,Private,Biotech Industry,Denmark,,,,,
7768,Multidisciplinary Association for Psychedelic Studies,,Private,Biotech Industry,United States,,,,,
7769,Tactiva Therapeutics LLC,,Private,Biotech Industry,United States,,,,,
7770,"Laurent Pharmaceuticals, Inc.",,Private,Biotech Industry,Canada,,,,,
7773,Hookipa Biotech AG,HOOK,Public,Biotech Industry,Austria,,,,,
7774,Pulmocide Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7775,Saol Therapeutics,,Private,Biotech Industry,United States,,,,,
7777,Astrocyte Pharmaceuticals Inc.,,Private,Biotech Industry,United States,,,,,
7778,Artax Biopharma Inc.,,Private,Biotech Industry,United States,,,,,
7779,"Alvogen, Inc.",,Private,Biotech Industry,United States,,,,,
7780,"Noile-Immune Biotech, Inc.",,Private,Biotech Industry,Japan,,,,,
7784,Excision BioTherapeutics Inc.,,Private,Biotech Industry,United States,,,,,
7785,Orthocell Ltd,OCC:AU,Public,Biotech Industry,Australia,,,,,
7786,Omaera Pharmaceuticals Ltd.,,Private,Biotech Industry,Kenya,,,,,
7787,OMEICOS Therapeutics GmbH,,Private,Biotech Industry,Germany,,,,,
7788,Orbit Discovery Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7790,GMS Tenshi Holdings Pte. Limited,,Private,Biotech Industry,Singapore,,,,,
7792,AELIX Therapeutics,,Private,Biotech Industry,Spain,,,,,
7793,"Easywell Biomedicals, Inc.",1799:TWO,Public,Biotech Industry,Taiwan,,,,,
7796,Northern Biologics Inc.,,Private,Biotech Industry,Canada,,,,,
7797,"SutroVax, Inc.",,Private,Biotech Industry,United States,,,,,
7798,Amylon Therapeutics B.V.,,Private,Biotech Industry,Netherlands,,,,,
7799,Harbour BioMed,,Private,Biotech Industry,China,,,,,
7801,"Geom Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7802,Rocket Pharmaceuticals Inc.,RCKT,Public,Biotech Industry,United States,,,,,
7803,BridgeBio Inc.,,Private,Biotech Industry,United States,,,,,
7809,"Ezra Innovations, LLC",,Private,Biotech Industry,United States,,,,,
7815,Autolus Therapeutics plc,AUTL,Public,Biotech Industry,United Kingdom,,,,,
7816,Vaccitech Limited,,Private,Biotech Industry,United Kingdom,,,,,
7817,CVC Capital Partners SICAV-FIS S.A.,,Private,Biotech Industry,Luxembourg,,,,,
7818,"Foundation Consumer Healthcare, LLC",,Private,Biotech Industry,United States,,,,,
7819,"Hemostemix, Inc.",HEM,Public,Biotech Industry,Canada,,,,,
7821,Carmot Therapeutics Inc.,,Private,Biotech Industry,United States,,,,,
7822,"Thrombolytic Science International, LLC",,Private,Biotech Industry,United States,,,,,
7824,"Palladio Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
7825,"Edinburgh Molecular Imaging, Ltd.",,Private,Biotech Industry,Scotland,,,,,
7826,Ventaleon GmbH,,Private,Biotech Industry,Germany,,,,,
7827,eTheRNA Immunotherapies,,Private,Biotech Industry,Belgium,,,,,
7829,"Landos Biopharma, Inc.",,Private,Biotech Industry,United States,,,,,
7830,"Eyevance Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
7831,"Provention Bio, Inc.",PRVB,Public,Biotech Industry,United States,375756713,,,,
7833,Allecra Therapeutics GmbH,,Private,Biotech Industry,Germany,,,,,
7834,"CellSight Technologies, Inc.",,Private,Biotech Industry,United States,,,,,
7835,"Apexian Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7839,"HLS Therapeutics, Inc.",,Private,Biotech Industry,Canada,,,,,
7840,"SpringWorks Therapeutics, Inc.",SWTX,Private,Biotech Industry,United States,,,,,
7841,EpiVax Oncology Inc.,,Private,Biotech Industry,United States,,,,,
7842,"Wuxi Fortune Pharmaceutical Co., Ltd.",,Private,Biotech Industry,China,,,,,
7843,Goldfinch Bio,,Private,Biotech Industry,United States,,,,,
7848,KaNDy Therapeutics Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7851,TRPharm AS,,Private,Biotech Industry,Turkey,,,,,
7854,"Engage Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7855,University of Cambridge,,Private,Biotech Industry,United Kingdom,,,,,
7856,Gesynta Pharma AB,,Private,Biotech Industry,Sweden,,,,,
7859,"EpiVax, Inc.",,Private,Biotech Industry,United States,,,,,
7862,"DiscGenics, Inc.",,Private,Biotech Industry,United States,,,,,
7863,"Cerebral Therapeutics, LLC.",,Private,Biotech Industry,United States,,,,,
7864,"Navire Pharma, Inc.",,Private,Biotech Industry,United States,,,,,
7865,"KNOW Bio, LLC",,Private,Biotech Industry,United States,,,,,
7866,"Eidos Therapeutics, Inc.",EIDX,Public,Biotech Industry,United States,,,,,
7868,Sementis Ltd.,,Private,Biotech Industry,Australia,,,,,
7869,Processa Pharmaceuticals Inc.,HUWX,Public,Biotech Industry,United States,93978463,USD,0,13,0
7870,"EnBiotix, Inc.",,Private,Biotech Industry,United States,,,,,
7871,"Harmony Biosciences, LLC",,Private,Biotech Industry,United States,,,,,
7874,Therios Healthcare,,Private,Biotech Industry,United States,,,,,
7875,"Frequency Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7876,"Promentis Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7877,"Fervent Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
7878,RGene Corporation,,Private,Biotech Industry,United States,,,,,
7879,AntibioTx A/S,,Private,Biotech Industry,Denmark,,,,,
7880,"InventisBio, Inc.",,Private,Biotech Industry,China,,,,,
7882,"Metacrine, Inc.",,Private,Biotech Industry,United States,,,,,
7885,"Siamab Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7886,"Cortexyme, Inc.",CRTX,Public,Biotech Industry,United States,,,,,
7887,Nippon Chemiphar Co Ltd,4539:JP,Public,Biotech Industry,Japan,,,,,
7888,"Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7896,Hoba Therapeutics,,Private,Biotech Industry,Denmark,,,,,
7898,"Holy Stone Healthcare Co., Ltd.",,Private,Biotech Industry,Taiwan,,,,,
7899,GO Therapeutics,,Private,Biotech Industry,United States,,,,,
7900,Noxopharm Limited,NOX.AX,Public,Biotech Industry,Australia,,,,,
7901,MC2 Therapeutics A/S,,Private,Biotech Industry,Denmark,,,,,
7902,"NeuroGeneration, Inc.",,Private,Biotech Industry,United States,,,,,
7903,Eu Hwa Pte,,Private,Biotech Industry,Taiwan,,,,,
7904,"Neupharma, Srl",,Private,Biotech Industry,Italy,,,,,
7905,Trimunocor Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7907,"Center Laboratories, Inc.",TWO: 4123,Public,Biotech Industry,Taiwan,,,,,
7908,"Vir Biotechnology, Inc.",,Private,Biotech Industry,United States,,,,,
7911,Laboratoires Mayoly Spindler,,Private,Biotech Industry,France,,,,,
7912,"HAVAH Therapeutics, Pty Ltd.",,Private,Biotech Industry,United States,,,,,
7914,"Mosaic Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
7915,"Amicrobe, Inc.",,Private,Biotech Industry,United States,,,,,
7916,"Eton Pharmaceuticals, Inc.",ETON,Public,Biotech Industry,United States,,,,,
7918,"Surface Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
7920,"1ST Bio Therapeutics, Inc.",,Private,Biotech Industry,Korea (South),,,,,
7921,"Neuraly, Inc.",,Private,Biotech Industry,United States,,,,,
7926,ElsaLys Biotech SAS,,Private,Biotech Industry,France,,,,,
7927,"Longevity Biotech, Inc.",,Private,Biotech Industry,United States,,,,,
7928,Sprint Bioscience AB,SPRINT.ST,Public,Biotech Industry,Sweden,,,,,
7931,"Concentric Analgesics, Inc.",,Private,Biotech Industry,United States,,,,,
7932,ORIC Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
7934,"Klogene Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7935,"Shenzhen Techdow Pharmaceutical Co., Ltd",,Private,Biotech Industry,China,,,,,
7938,"Pylum Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
7939,"Xyphos, Inc.",,Private,Biotech Industry,United States,,,,,
7940,"Carmel Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
7944,"Arvinas, Inc.",ARVN,Public,Biotech Industry,United States,,,,,
7946,ATCO Laboratories Limited,,Private,Biotech Industry,Pakistan,,,,,
7948,Aelis Farma,,Private,Biotech Industry,France,,,,,
7951,"Odonate Therapeutics, Inc.",ODT,Public,Biotech Industry,United States,887997829,,,,
7954,"Artemis Therapeutics, Inc.",ATMS,Public,Biotech Industry,United States,901841,USD,0,1,0
7955,Eutilex Co. Ltd.,,Private,Biotech Industry,Korea (South),,,,,
7956,"Zhejiang Huahai Pharmaceutical Co., Ltd.",600521:CH,Public,Biotech Industry,China,,,,,
7961,"Pique Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
7962,Sequential Medicine Ltd.,,Private,Biotech Industry,United States,,,,,
7963,Technomark Life Sciences,,Private,Biotech Industry,United States,,,,,
7965,Fortuna Fix,,Private,Biotech Industry,Canada,,,,,
7966,Slán Medicinal Holdings Limited,,Private,Biotech Industry,Ireland,,,,,
7967,Dynacure SAS,,Private,Biotech Industry,France,,,,,
7969,LIDDS AB,LIDDS:SS,Public,Biotech Industry,Sweden,,,,,
7970,EligoChem Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
7971,Antabio SAS,,Private,Biotech Industry,France,,,,,
7972,INOTREM S.A.,,Private,Biotech Industry,France,,,,,
7973,"Alkahest, Inc.",,Private,Biotech Industry,United States,,,,,
7974,"Entera Bio, Ltd.",ENTX,Public,Biotech Industry,Israel,0,,,,
7975,Edvince AB,,Private,Biotech Industry,Sweden,,,,,
7976,InterveXion Therapeutics,,Private,Biotech Industry,United States,,,,,
7977,Shenzhen HighTide Biopharmaceutical Ltd,,Private,Biotech Industry,Australia,,,,,
7980,"Nuance Biotech, Inc.",,Private,Biotech Industry,China,,,,,
7981,NousCom AG,,Private,Biotech Industry,Switzerland,,,,,
7982,"BioXcel Therapeutics, Inc.",BTAI,Public,Biotech Industry,United States,,,,,
7983,Nobelex Biotech Inc.,,Private,Biotech Industry,Canada,,,,,
7984,Transdermal Therapeutic Technologies LLC,,Private,Biotech Industry,United States,,,,,
7985,"Anixa Biosciences, Inc.",ANIX,Public,Biotech Industry,United States,,,,,
7988,PrEP Biopharm Limited,,Private,Biotech Industry,United Kingdom,,,,,
7990,EspeRare Foundation,,Private,Biotech Industry,Switzerland,,,,,
7992,hVIVO Plc,HVO:LN,Public,Biotech Industry,United Kingdom,,,,,
7993,Khondrion BV,,Private,Biotech Industry,Netherlands,,,,,
7995,Imutex Limited,,Private,Biotech Industry,United Kingdom,,,,,
8003,CicloMed LLC,,Private,Biotech Industry,United States,,,,,
8005,BioSight Ltd.,,Private,Biotech Industry,Israel,,,,,
8006,Molteni Farmaceutici S.p.A.,,Private,Biotech Industry,Italy,,,,,
8007,CinRx Pharma,,Private,Biotech Industry,United States,,,,,
8009,"Energenesis Biomedical Co., Ltd.",6657:TT,Public,Biotech Industry,Taiwan,,,,,
8010,Nevakar LLC,,Private,Biotech Industry,United States,,,,,
8011,Orpha Labs,,Private,Biotech Industry,United States,,,,,
8012,Enleofen Bio Pte Ltd.,,Private,Biotech Industry,Singapore,,,,,
8013,Akouos,,Private,Biotech Industry,United States,,,,,
8014,Carrick Therapeutics,,Private,Biotech Industry,Ireland,,,,,
8015,"Lannett Company, Inc.",LCI,Public,Biotech Industry,United States,,,,,
8016,Harvard University,,Private,Other,United States,,,,,
8018,Everest Medicines Limited,,Private,Biotech Industry,China,,,,,
8019,"CV Sciences, Inc.",CVSI,Public,Biotech Industry,United States,346182245,USD,0,52,0
8020,"Innovative California Biosciences International, Inc.",,Private,Biotech Industry,United States,,,,,
8021,Neumentum,,Private,Biotech Industry,United States,,,,,
8022,TC BioPharm Limited,,Private,Biotech Industry,Scotland,,,,,
8023,Curadev Pharma Private Limited,,Private,Biotech Industry,India,,,,,
8027,"Shenzhen BioScien Pharmaceuticals Co., Ltd.",,Private,Biotech Industry,China,,,,,
8028,"Vigeo Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
8030,"OncoTartis, Inc.",,Private,Biotech Industry,United States,,,,,
8031,ZAO Firma Euroservice,,Private,Biotech Industry,Russia,,,,,
8034,Arrakis Therapeutics,,Private,Biotech Industry,United States,,,,,
8036,"Order Made Medical Research, Inc.",,Private,Biotech Industry,Japan,,,,,
8037,"Trans Chromosomics, Inc.",,Private,Biotech Industry,Japan,,,,,
8038,GeneQuine Biotherapeutics GmbH,,Private,Biotech Industry,Germany,,,,,
8039,Izana Bioscience,,Private,Biotech Industry,United Kingdom,,,,,
8041,Gebro Holding GmbH,,Private,Biotech Industry,Austria,,,,,
8045,"HanX Biopharmaceuticals, Inc.",,Private,Biotech Industry,China,,,,,
8047,"Celularity, Inc.",,Private,Biotech Industry,United States,,,,,
8048,OrienGene Biotechnology Ltd.,,Private,Biotech Industry,China,,,,,
8050,"Eyenovia, Inc.",EYEN,Public,Biotech Industry,United States,31780337,,,,
8051,BiomX Ltd.,,Private,Biotech Industry,Israel,,,,,
8052,Bone Biologics Corp.,BBLG,Public,Biotech Industry,United States,,USD,0,3,0
8054,Schepens Eye Research Institute ,,Private,Biotech Industry,United States,,,,,
8056,"Huadong Medicine Co., Ltd.",,Private,Biotech Industry,China,,,,,
8057,"Medinet Co., Ltd.",,Public,Biotech Industry,Japan,,,,,
8058,"Reneo Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
8059,Aristo Pharma GmbH,,Private,Biotech Industry,Germany,,,,,
8060,FYB202 GmbH & Co. KG,,Private,Biotech Industry,Germany,,,,,
8062,Megakaryon Corporation,,Private,Biotech Industry,Japan,,,,,
8065,Integrative Research Laboratories Therapeutics AB,IRLABA:SS,Public,Biotech Industry,Sweden,,,,,
8066,Fuji Yakuhin Co Ltd,,Private,Biotech Industry,Japan,,,,,
8067,Immune Cell Therapy Inc.,,Private,Biotech Industry,United States,,,,,
8068,"SCLnow Biotechnology Co., Ltd.",,Private,Biotech Industry,China,,,,,
8069,"resTORbio, Inc.",TORC,Public,Biotech Industry,United States,,,,,
8072,"Locus Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
8073,"H2-Pharma, LLC",,Private,Biotech Industry,United States,,,,,
8074,"Grace Therapeutics, LLC. ",,Private,Biotech Industry,United States,,,,,
8075,Prestige Biopharmaceuticals Co. Ltd,,Private,Biotech Industry,Korea (South),,,,,
8076,Vaxeal Holding SA,,Private,Biotech Industry,Switzerland,,,,,
8078,"Cingulate Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
8079,Kiniksa Pharmaceuticals Corporation,KNSA,Public,Biotech Industry,United States,,,,,
8080,Rewind Therapeutics,,Private,Biotech Industry,Belgium,,,,,
8081,"Axcella Health, Inc.",AXLA,Public,Biotech Industry,United States,,,,,
8082,"Enlyton, Ltd.",,Private,Biotech Industry,United States,,,,,
8083,Censa Pharmaceuticals Inc.,,Private,Biotech Industry,United States,,,,,
8085,"Arcutis, Inc.",,Private,Biotech Industry,United States,,,,,
8086,"Protein Genomics, Inc.",,Private,Biotech Industry,United States,,,,,
8087,Shanghai Sinobioway Sunterra Biotechnology,,Private,Biotech Industry,China,,,,,
8088,"Bell Biosystems, Inc.",,Private,Biotech Industry,United States,,,,,
8089,"Evelo Biosciences, Inc.",EVLO,Public,Biotech Industry,United States,198557493,USD,0,0,0
8090,University of Chicago,,Public,Biotech Industry,United States,,,,,
8091,Sagetis Biotech ,,Private,Biotech Industry,Spain,,,,,
8094,"RadioMedix, Inc.",,Private,Biotech Industry,United States,,,,,
8095,Archigen Biotech Limited,,Private,Biotech Industry,United Kingdom,,,,,
8096,MMJ Phytotech Limited,ASX:MMJ,Public,Biotech Industry,Australia,,,,,
8097,CellProtect Nordic Pharmaceuticals AB,,Private,Biotech Industry,Sweden,,,,,
8098,Jiangsu Asieris Pharmaceuticals Co. Ltd.,,Private,Biotech Industry,China,,,,,
8100,YOFOTO Health Industry Co. Ltd.,,Private,Biotech Industry,China,,,,,
8101,Autotelic Bio Inc.,,Private,Biotech Industry,Korea (South),,,,,
8103,CuroNZ,,Private,Biotech Industry,New Zealand,,,,,
8107,"Circle Pharma, Inc.",,Private,Biotech Industry,United States,,,,,
8110,"Pandion Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
8111,"Distributed Bio, Inc.",,Private,Biotech Industry,United States,,,,,
8112,SurgiMab SAS,,Private,Biotech Industry,France,,,,,
8113,Context Therapeutics,,Private,Biotech Industry,United States,,,,,
8114,Axxam S.p.A.,,Private,Biotech Industry,Italy,,,,,
8117,"Avion Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
8118,Panacea Biotec Ltd.,PANACEABIO,Public,Biotech Industry,India,,,,,
8119,Serum Institute of India Pvt. Ltd.,,Private,Biotech Industry,India,,,,,
8122,"Clover Biopharmaceuticals, Inc.",,Private,Biotech Industry,China,,,,,
8124,IntraBio Inc.,,Private,Biotech Industry,United Kingdom,,,,,
8127,SYZ Cell Therapy Co.,,Private,Biotech Industry,Hong Kong,,,,,
8129,Prokaryotics  Inc.,,Private,Biotech Industry,United States,,,,,
8133,Treos Bio Limited,,Private,Biotech Industry,United Kingdom,,,,,
8134,Azurity Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
8137,"AB Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
8138,"Artelo Biosciences, Inc.",ARTL,Public,Biotech Industry,United States,30565374,USD,0,2,0
8139,Afimmune Limited,,Private,Biotech Industry,Ireland,,,,,
8143,EOC Pharma Group,,Private,Biotech Industry,China,,,,,
8149,Metagone Biotech Inc.,,Private,Biotech Industry,Taiwan,,,,,
8152,"Oricula Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
8153,"Silver Creek Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
8154,"Clene Nanomedicine, Inc.",,Private,Biotech Industry,United States,,,,,
8155,"ImmuneOncia Therapeutics, Inc.",,Private,Biotech Industry,Korea (South),,,,,
8156,Trethera Corporation,,Private,Biotech Industry,United States,,,,,
8157,Orphan Technologies Ltd.,,Private,Biotech Industry,Switzerland,,,,,
8160,BirchBioMed Inc.,,Private,Biotech Industry,Canada,,,,,
8162,"Cellenkos, Inc.",,Private,Biotech Industry,United States,,,,,
8166,CaroGen Corporation,,Private,Biotech Industry,United States,,,,,
8168,"Zhejiang Haichang Biotechnology Co., Ltd.",,Private,Biotech Industry,China,,,,,
8170,Medsenic ,,Private,Biotech Industry,France,,,,,
8172,Tychan Pte. Ltd.,,Private,Biotech Industry,Singapore,,,,,
8175,"Oncologie, Inc.",,Private,Biotech Industry,United States,,,,,
8176,Strategic Science & Technologies LLC,,Private,Biotech Industry,United States,,,,,
8177,Codiak Biosciences,CDAK,Public,Biotech Industry,United States,,,,,
8180,"Maxinovel Pty., Ltd.",,Private,Biotech Industry,China,,,,,
8181,Kyn Therapeutics Inc.,,Private,Biotech Industry,United States,,,,,
8183,"Xoc Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
8186,ImmunoQure AG,,Private,Biotech Industry,Germany,,,,,
8189,Cambium Medical Technologies,,Private,Biotech Industry,United States,,,,,
8195,Kancera AB,KAN:OMX,Public,Biotech Industry,Sweden,,,,,
8196,"Propanc Biopharma, Inc.",PPCB,Public,Biotech Industry,Australia,296066167,USD,0,1,0
8197,ImmunoBiochem Corporation,,Private,Biotech Industry,Canada,,,,,
8198,Saturn BioSciences Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
8199,Swenora Biotech AB,,Private,Biotech Industry,Sweden,,,,,
8205,PT Bio Farma (Persero),,Private,Biotech Industry,Indonesia,,,,,
8206,Murdoch Children's Research Institute ,,Private,Biotech Industry,Australia,,,,,
8211,AmmTeK,,Private,Biotech Industry,France,,,,,
8215,E-Scape Bio,,Private,Biotech Industry,United States,,,,,
8217,Berlin Cures Holding AG,,Private,Biotech Industry,Germany,,,,,
8220,"BioStem Technologies, Inc. ",OTC: BSEM,Public,Biotech Industry,United States,,,,,
8221,Transcenta Holding Ltd.,,Private,Biotech Industry,China,,,,,
8224,Viela Bio,,Private,Biotech Industry,United States,,,,,
8225,Stimunity SAS,,Private,Biotech Industry,France,,,,,
8228,Fondazione Telethon,,Private,Biotech Industry,Italy,,,,,
